CONF	PREC	REC	FM	TIME
{ConfidenceFactor=0.3, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	614.00ms
{ConfidenceFactor=0.4, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	618.00ms
{ConfidenceFactor=0.4, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	618.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	619.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	620.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	623.00ms
{ConfidenceFactor=0.4, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	623.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	633.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	634.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	640.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	640.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	647.00ms
{ConfidenceFactor=0.4, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	656.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	658.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	660.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	660.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	662.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	662.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	665.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	665.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	688.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	691.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	692.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	698.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	699.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	706.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	707.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	719.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	0.00%	0.58%	0.01%	774.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	783.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	785.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	0.00%	0.58%	0.01%	807.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	826.00ms
{ConfidenceFactor=0.1, MinNumObj=10, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	827.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	0.00%	0.58%	0.01%	828.00ms
{ConfidenceFactor=0.2, MinNumObj=10, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	0.00%	0.58%	0.01%	923.00ms
