{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	2.13%	1.48%	1.75%	17545.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	2.13%	1.48%	1.75%	17632.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	3.13%	3.86%	3.15%	4570.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	3.13%	3.86%	3.15%	4485.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	2.24%	1.56%	1.84%	8080.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	2.24%	1.56%	1.84%	8170.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	20.85%	14.63%	16.70%	3309.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	20.85%	14.63%	16.70%	3382.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	2.24%	1.56%	1.84%	7899.00ms
{ConfidenceFactor=0.1, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	2.24%	1.56%	1.84%	8036.00ms
