Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.18%	87.72%	87.30%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.18%	87.72%	87.30%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.18%	87.72%	87.30%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.18%	87.72%	87.30%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.11%	87.72%	87.24%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.11%	87.72%	87.24%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.11%	87.72%	87.24%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.28%	87.11%	87.72%	87.24%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.34%	87.15%	87.66%	87.24%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.34%	87.15%	87.66%	87.24%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.34%	87.15%	87.66%	87.24%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.34%	87.15%	87.66%	87.24%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	12.47%	87.17%	87.53%	87.23%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	12.53%	87.11%	87.47%	87.17%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.44%	87.01%	87.56%	87.11%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.44%	87.01%	87.56%	87.11%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.44%	87.01%	87.56%	87.11%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.44%	87.01%	87.56%	87.11%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.47%	86.96%	87.53%	87.06%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.47%	86.96%	87.53%	87.06%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.47%	86.96%	87.53%	87.05%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.47%	86.96%	87.53%	87.05%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.73%	86.63%	87.27%	86.77%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.73%	86.63%	87.27%	86.77%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.73%	86.63%	87.27%	86.77%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.73%	86.63%	87.27%	86.77%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.79%	86.60%	87.21%	86.72%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.79%	86.60%	87.21%	86.72%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.79%	86.60%	87.21%	86.71%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	12.79%	86.60%	87.21%	86.71%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.88%	86.60%	87.12%	86.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.88%	86.60%	87.12%	86.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.88%	86.60%	87.12%	86.70%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	12.88%	86.60%	87.12%	86.70%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.64%	86.91%	86.64%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	13.09%	86.63%	86.91%	86.63%
