Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	14.05%	85.07%	85.95%	85.29%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	14.05%	85.07%	85.95%	85.29%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.11%	84.88%	85.89%	85.22%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.11%	84.88%	85.89%	85.22%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.11%	84.88%	85.89%	85.22%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.11%	84.88%	85.89%	85.22%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	14.34%	84.97%	85.66%	85.12%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	14.53%	84.77%	85.47%	84.96%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.33%	84.61%	85.67%	84.93%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.33%	84.61%	85.67%	84.93%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.33%	84.61%	85.67%	84.93%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.33%	84.61%	85.67%	84.93%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.35%	84.56%	85.65%	84.90%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.35%	84.56%	85.65%	84.90%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.35%	84.56%	85.65%	84.90%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.35%	84.56%	85.65%	84.90%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.43%	84.55%	85.57%	84.87%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.43%	84.55%	85.57%	84.87%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.43%	84.55%	85.57%	84.87%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.43%	84.55%	85.57%	84.87%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.44%	84.46%	85.56%	84.81%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.44%	84.46%	85.56%	84.81%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.44%	84.46%	85.56%	84.81%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.44%	84.46%	85.56%	84.81%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.45%	84.36%	85.55%	84.77%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.45%	84.36%	85.55%	84.77%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.45%	84.36%	85.55%	84.77%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	14.45%	84.36%	85.55%	84.77%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.3, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.4, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	14.47%	84.46%	85.53%	84.76%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.53%	84.35%	85.47%	84.73%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.53%	84.35%	85.47%	84.73%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.53%	84.35%	85.47%	84.73%
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.53%	84.35%	85.47%	84.73%
{ConfidenceFactor=0.1, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	14.53%	84.37%	85.47%	84.70%
