Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.35%	84.32%	85.65%	84.72%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.35%	84.32%	85.65%	84.72%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.35%	84.30%	85.65%	84.72%
{ConfidenceFactor=0.4, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.35%	84.30%	85.65%	84.72%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.31%	84.26%	85.69%	84.68%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.31%	84.26%	85.69%	84.68%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.36%	84.22%	85.64%	84.65%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.36%	84.22%	85.64%	84.65%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.36%	84.18%	85.64%	84.63%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.36%	84.18%	85.64%	84.63%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.42%	84.25%	85.58%	84.63%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.42%	84.25%	85.58%	84.63%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.36%	84.21%	85.64%	84.61%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.36%	84.21%	85.64%	84.61%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.38%	84.22%	85.62%	84.61%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.38%	84.22%	85.62%	84.61%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.41%	84.21%	85.59%	84.61%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.41%	84.21%	85.59%	84.61%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.37%	84.14%	85.63%	84.59%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.37%	84.14%	85.63%	84.59%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.39%	84.12%	85.61%	84.58%
{ConfidenceFactor=0.1, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.39%	84.12%	85.61%	84.58%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.49%	84.11%	85.51%	84.55%
{ConfidenceFactor=0.3, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.49%	84.11%	85.51%	84.55%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	14.46%	84.08%	85.54%	84.54%
{ConfidenceFactor=0.2, MinNumObj=8, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	14.46%	84.08%	85.54%	84.54%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.66%	83.79%	85.34%	84.29%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.66%	83.79%	85.34%	84.29%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.2, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.2, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.2, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.2, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.3, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.3, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.3, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.3, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	14.69%	83.80%	85.31%	84.29%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	14.70%	83.73%	85.30%	84.24%
{ConfidenceFactor=0.4, MinNumObj=9, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	14.70%	83.73%	85.30%	84.24%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.74%	83.73%	85.26%	84.24%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.74%	83.73%	85.26%	84.24%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	14.74%	83.73%	85.26%	84.24%
{ConfidenceFactor=0.1, MinNumObj=9, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	14.74%	83.73%	85.26%	84.24%
