Configuration	ErrorRate	Precision	Recall	F-Measure
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.15%	87.23%	87.85%	87.35%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.15%	87.23%	87.85%	87.35%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.3, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.4, MinNumObj=3, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.23%	87.20%	87.77%	87.31%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.23%	87.15%	87.77%	87.25%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.23%	87.15%	87.77%	87.25%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.32%	87.07%	87.68%	87.16%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.32%	87.07%	87.68%	87.16%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.35%	87.00%	87.65%	87.11%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.35%	87.00%	87.65%	87.11%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.39%	86.93%	87.61%	87.06%
{ConfidenceFactor=0.2, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.39%	86.93%	87.61%	87.06%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	12.56%	86.77%	87.44%	86.93%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.58%	86.68%	87.42%	86.87%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.58%	86.68%	87.42%	86.87%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.61%	86.68%	87.39%	86.85%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.61%	86.68%	87.39%	86.85%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.52%	86.68%	87.48%	86.84%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.52%	86.68%	87.48%	86.84%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.53%	86.65%	87.47%	86.82%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.53%	86.65%	87.47%	86.82%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.63%	86.64%	87.37%	86.82%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.63%	86.64%	87.37%	86.82%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.54%	86.59%	87.46%	86.79%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.54%	86.59%	87.46%	86.79%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.66%	86.61%	87.34%	86.79%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.66%	86.61%	87.34%	86.79%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.59%	86.64%	87.41%	86.78%
{ConfidenceFactor=0.1, MinNumObj=3, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.59%	86.64%	87.41%	86.78%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.66%	86.56%	87.34%	86.77%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.66%	86.56%	87.34%	86.77%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.76%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.67%	86.55%	87.33%	86.75%
{ConfidenceFactor=0.4, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.67%	86.55%	87.33%	86.75%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.75%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.69%	86.57%	87.31%	86.75%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.68%	86.54%	87.32%	86.74%
{ConfidenceFactor=0.3, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.68%	86.54%	87.32%	86.74%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.78%	86.44%	87.22%	86.62%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.78%	86.44%	87.22%	86.62%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.85%	86.31%	87.15%	86.54%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.85%	86.31%	87.15%	86.54%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.86%	86.34%	87.14%	86.53%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.86%	86.34%	87.14%	86.53%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	12.85%	86.29%	87.15%	86.52%
{ConfidenceFactor=0.2, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	12.85%	86.29%	87.15%	86.52%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	12.98%	86.01%	87.02%	86.31%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	12.98%	86.01%	87.02%	86.31%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.02%	85.94%	86.98%	86.25%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.02%	85.94%	86.98%	86.25%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.06%	85.95%	86.94%	86.22%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.06%	85.95%	86.94%	86.22%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.07%	85.89%	86.93%	86.19%
{ConfidenceFactor=0.1, MinNumObj=4, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.07%	85.89%	86.93%	86.19%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.96%	86.81%	86.19%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.19%	85.90%	86.81%	86.15%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.19%	85.90%	86.81%	86.15%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.20%	85.88%	86.80%	86.14%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.20%	85.88%	86.80%	86.14%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.22%	85.87%	86.78%	86.12%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.22%	85.87%	86.78%	86.12%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.25%	85.85%	86.75%	86.10%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.25%	85.85%	86.75%	86.10%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.24%	85.79%	86.76%	86.05%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.24%	85.79%	86.76%	86.05%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.24%	85.77%	86.76%	86.04%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.24%	85.77%	86.76%	86.04%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.24%	85.77%	86.76%	86.04%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.24%	85.77%	86.76%	86.04%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=false, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.4, MinNumObj=5, SubTreeRaising=true, Unpruned=true, UseLaplace=true, UseMDLCorrection=false}	13.27%	85.80%	86.73%	86.04%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.28%	85.76%	86.72%	86.02%
{ConfidenceFactor=0.3, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.28%	85.76%	86.72%	86.02%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.30%	85.73%	86.70%	86.00%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.30%	85.73%	86.70%	86.00%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.31%	85.72%	86.69%	85.98%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.31%	85.72%	86.69%	85.98%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.34%	85.54%	86.66%	85.89%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.34%	85.54%	86.66%	85.89%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.37%	85.59%	86.63%	85.88%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.37%	85.59%	86.63%	85.88%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.38%	85.57%	86.62%	85.86%
{ConfidenceFactor=0.2, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.38%	85.57%	86.62%	85.86%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=true}	13.38%	85.55%	86.62%	85.85%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=true}	13.38%	85.55%	86.62%	85.85%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.41%	85.42%	86.59%	85.78%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=true, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.41%	85.42%	86.59%	85.78%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=false, UseMDLCorrection=false}	13.48%	85.37%	86.52%	85.71%
{ConfidenceFactor=0.1, MinNumObj=5, SubTreeRaising=false, Unpruned=false, UseLaplace=true, UseMDLCorrection=false}	13.48%	85.37%	86.52%	85.71%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=false, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
{ConfidenceFactor=0.1, MinNumObj=6, SubTreeRaising=false, Unpruned=true, UseLaplace=true, UseMDLCorrection=true}	13.70%	85.29%	86.30%	85.61%
