Configuration	ErrorRate	Precision	Recall	F-Measure
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.59%	89.77%	90.41%	89.93%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.59%	89.77%	90.41%	89.93%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.59%	89.77%	90.41%	89.93%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.59%	89.77%	90.41%	89.93%
{BatchSize=80, MaxDepth=15, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	90.01%	90.40%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	90.01%	90.40%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	90.01%	90.40%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	90.01%	90.40%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	90.01%	90.40%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=false}	9.60%	90.00%	90.40%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.60%	90.00%	90.40%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=false}	9.60%	90.00%	90.40%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.60%	90.00%	90.40%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=false}	9.60%	90.00%	90.40%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.60%	90.00%	90.40%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=false}	9.60%	90.00%	90.40%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.60%	90.00%	90.40%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=false}	9.60%	90.00%	90.40%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.60%	90.00%	90.40%	90.11%
{BatchSize=80, MaxDepth=13, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	89.96%	90.40%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	89.96%	90.40%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	89.96%	90.40%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	89.96%	90.40%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=true}	9.60%	89.96%	90.40%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.90%	90.40%	90.03%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.90%	90.40%	90.03%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.90%	90.40%	90.03%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.90%	90.40%	90.03%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.90%	90.40%	90.03%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.74%	90.40%	89.91%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.60%	89.74%	90.40%	89.91%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.74%	90.40%	89.91%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.60%	89.74%	90.40%	89.91%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.74%	90.40%	89.91%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.60%	89.74%	90.40%	89.91%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.74%	90.40%	89.91%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.60%	89.74%	90.40%	89.91%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=false}	9.60%	89.74%	90.40%	89.91%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=100, BreakTiesRandomly=true}	9.60%	89.74%	90.40%	89.91%
{BatchSize=80, MaxDepth=15, NumFeatures=9, NumBaggingIterations=120, BreakTiesRandomly=true}	9.62%	90.00%	90.38%	90.10%
{BatchSize=90, MaxDepth=15, NumFeatures=9, NumBaggingIterations=120, BreakTiesRandomly=true}	9.62%	90.00%	90.38%	90.10%
{BatchSize=100, MaxDepth=15, NumFeatures=9, NumBaggingIterations=120, BreakTiesRandomly=true}	9.62%	90.00%	90.38%	90.10%
{BatchSize=110, MaxDepth=15, NumFeatures=9, NumBaggingIterations=120, BreakTiesRandomly=true}	9.62%	90.00%	90.38%	90.10%
{BatchSize=120, MaxDepth=15, NumFeatures=9, NumBaggingIterations=120, BreakTiesRandomly=true}	9.62%	90.00%	90.38%	90.10%
{BatchSize=80, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=true}	9.62%	89.99%	90.38%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=true}	9.62%	89.99%	90.38%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=true}	9.62%	89.99%	90.38%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=true}	9.62%	89.99%	90.38%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=true}	9.62%	89.99%	90.38%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=false}	9.62%	89.98%	90.38%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=false}	9.62%	89.98%	90.38%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=false}	9.62%	89.98%	90.38%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=false}	9.62%	89.98%	90.38%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=false}	9.62%	89.98%	90.38%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.62%	89.96%	90.38%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.62%	89.96%	90.38%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.62%	89.96%	90.38%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.62%	89.96%	90.38%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.62%	89.96%	90.38%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.62%	89.72%	90.38%	89.89%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.62%	89.72%	90.38%	89.89%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.62%	89.72%	90.38%	89.89%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.62%	89.72%	90.38%	89.89%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.62%	89.72%	90.38%	89.89%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.62%	89.72%	90.38%	89.89%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.62%	89.72%	90.38%	89.89%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.62%	89.72%	90.38%	89.89%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=false}	9.62%	89.72%	90.38%	89.89%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=80, BreakTiesRandomly=true}	9.62%	89.72%	90.38%	89.89%
{BatchSize=80, MaxDepth=15, NumFeatures=9, NumBaggingIterations=80, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=9, NumBaggingIterations=90, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=9, NumBaggingIterations=80, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=9, NumBaggingIterations=90, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=9, NumBaggingIterations=80, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=9, NumBaggingIterations=90, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=9, NumBaggingIterations=80, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=9, NumBaggingIterations=90, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=9, NumBaggingIterations=80, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=9, NumBaggingIterations=90, BreakTiesRandomly=true}	9.63%	89.99%	90.37%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.63%	89.98%	90.37%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.63%	89.98%	90.37%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.63%	89.98%	90.37%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.63%	89.98%	90.37%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.63%	89.98%	90.37%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.63%	89.92%	90.37%	90.03%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.63%	89.92%	90.37%	90.03%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.63%	89.92%	90.37%	90.03%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.63%	89.92%	90.37%	90.03%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.63%	89.92%	90.37%	90.03%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.63%	89.90%	90.37%	90.02%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.63%	89.90%	90.37%	90.02%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.63%	89.90%	90.37%	90.02%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.63%	89.90%	90.37%	90.02%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.63%	89.90%	90.37%	90.02%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.63%	89.71%	90.37%	89.88%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.63%	89.71%	90.37%	89.88%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.63%	89.71%	90.37%	89.88%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.63%	89.71%	90.37%	89.88%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.63%	89.71%	90.37%	89.88%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.63%	89.71%	90.37%	89.88%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.63%	89.71%	90.37%	89.88%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.63%	89.71%	90.37%	89.88%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=false}	9.63%	89.71%	90.37%	89.88%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=110, BreakTiesRandomly=true}	9.63%	89.71%	90.37%	89.88%
{BatchSize=80, MaxDepth=15, NumFeatures=9, NumBaggingIterations=110, BreakTiesRandomly=true}	9.64%	89.99%	90.36%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=9, NumBaggingIterations=110, BreakTiesRandomly=true}	9.64%	89.99%	90.36%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=9, NumBaggingIterations=110, BreakTiesRandomly=true}	9.64%	89.99%	90.36%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=9, NumBaggingIterations=110, BreakTiesRandomly=true}	9.64%	89.99%	90.36%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=9, NumBaggingIterations=110, BreakTiesRandomly=true}	9.64%	89.99%	90.36%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=80, MaxDepth=13, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=90, MaxDepth=13, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=90, MaxDepth=13, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=100, MaxDepth=13, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=100, MaxDepth=13, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=110, MaxDepth=13, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=110, MaxDepth=13, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=120, MaxDepth=13, NumFeatures=8, NumBaggingIterations=80, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=120, MaxDepth=13, NumFeatures=8, NumBaggingIterations=100, BreakTiesRandomly=true}	9.64%	89.95%	90.36%	90.06%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.90%	90.36%	90.01%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.70%	90.36%	89.86%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.64%	89.70%	90.36%	89.86%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.70%	90.36%	89.86%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.64%	89.70%	90.36%	89.86%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.70%	90.36%	89.86%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.64%	89.70%	90.36%	89.86%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.70%	90.36%	89.86%
{BatchSize=110, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.64%	89.70%	90.36%	89.86%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=false}	9.64%	89.70%	90.36%	89.86%
{BatchSize=120, MaxDepth=13, NumFeatures=1, NumBaggingIterations=120, BreakTiesRandomly=true}	9.64%	89.70%	90.36%	89.86%
{BatchSize=80, MaxDepth=15, NumFeatures=10, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=11, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=10, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=11, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=10, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=11, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=10, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=11, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=10, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=11, NumBaggingIterations=90, BreakTiesRandomly=true}	9.65%	90.00%	90.35%	90.09%
{BatchSize=80, MaxDepth=13, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.65%	89.95%	90.35%	90.05%
{BatchSize=90, MaxDepth=13, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.65%	89.95%	90.35%	90.05%
{BatchSize=100, MaxDepth=13, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.65%	89.95%	90.35%	90.05%
{BatchSize=110, MaxDepth=13, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.65%	89.95%	90.35%	90.05%
{BatchSize=120, MaxDepth=13, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.65%	89.95%	90.35%	90.05%
{BatchSize=80, MaxDepth=13, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.65%	89.94%	90.35%	90.05%
{BatchSize=90, MaxDepth=13, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.65%	89.94%	90.35%	90.05%
{BatchSize=100, MaxDepth=13, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.65%	89.94%	90.35%	90.05%
{BatchSize=110, MaxDepth=13, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.65%	89.94%	90.35%	90.05%
{BatchSize=120, MaxDepth=13, NumFeatures=8, NumBaggingIterations=110, BreakTiesRandomly=true}	9.65%	89.94%	90.35%	90.05%
{BatchSize=80, MaxDepth=15, NumFeatures=10, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=11, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=10, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=11, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=10, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=11, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=10, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=11, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=10, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=11, NumBaggingIterations=100, BreakTiesRandomly=true}	9.66%	90.00%	90.34%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=90, MaxDepth=15, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=100, MaxDepth=15, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=110, MaxDepth=15, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=10, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=120, MaxDepth=15, NumFeatures=11, NumBaggingIterations=80, BreakTiesRandomly=true}	9.66%	89.99%	90.34%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=false}	9.66%	89.96%	90.34%	90.05%
{BatchSize=90, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=false}	9.66%	89.96%	90.34%	90.05%
{BatchSize=100, MaxDepth=15, NumFeatures=8, NumBaggingIterations=90, BreakTiesRandomly=false}	9.66%	89.96%	90.34%	90.05%
