Configuration	ErrorRate	Precision	Recall	F-Measure
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.53%	90.07%	90.47%	90.17%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.53%	90.07%	90.47%	90.17%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.53%	90.07%	90.47%	90.17%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=100, BreakTiesRandomly=true}	9.53%	90.07%	90.47%	90.17%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.53%	90.07%	90.47%	90.17%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.53%	90.00%	90.47%	90.12%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.53%	90.00%	90.47%	90.12%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.53%	90.00%	90.47%	90.12%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.53%	90.00%	90.47%	90.12%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=true}	9.53%	90.00%	90.47%	90.12%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.53%	89.93%	90.47%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.53%	89.93%	90.47%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.53%	89.93%	90.47%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.53%	89.93%	90.47%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=80, BreakTiesRandomly=false}	9.53%	89.93%	90.47%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=120, BreakTiesRandomly=false}	9.53%	89.86%	90.47%	90.02%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.54%	90.00%	90.46%	90.12%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.54%	90.00%	90.46%	90.12%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.54%	90.00%	90.46%	90.12%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.54%	90.00%	90.46%	90.12%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=true}	9.54%	90.00%	90.46%	90.12%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.54%	89.99%	90.46%	90.12%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.99%	90.46%	90.11%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.54%	89.99%	90.46%	90.12%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.99%	90.46%	90.11%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.54%	89.99%	90.46%	90.12%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.99%	90.46%	90.11%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.54%	89.99%	90.46%	90.12%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.99%	90.46%	90.11%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=true}	9.54%	89.99%	90.46%	90.12%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.99%	90.46%	90.11%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.54%	89.98%	90.46%	90.11%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.54%	89.98%	90.46%	90.11%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.54%	89.98%	90.46%	90.11%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.54%	89.98%	90.46%	90.11%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=true}	9.54%	89.98%	90.46%	90.11%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.93%	90.46%	90.07%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.93%	90.46%	90.07%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.93%	90.46%	90.07%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.93%	90.46%	90.07%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=120, BreakTiesRandomly=false}	9.54%	89.93%	90.46%	90.07%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.54%	89.85%	90.46%	90.02%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.54%	89.85%	90.46%	90.02%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.54%	89.85%	90.46%	90.02%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.54%	89.85%	90.46%	90.02%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=110, BreakTiesRandomly=true}	9.54%	89.85%	90.46%	90.02%
{BatchSize=80, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.54%	89.84%	90.46%	90.01%
{BatchSize=90, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.54%	89.84%	90.46%	90.01%
{BatchSize=100, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.54%	89.84%	90.46%	90.01%
{BatchSize=110, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.54%	89.84%	90.46%	90.01%
{BatchSize=120, MaxDepth=13, NumFeatures=2, NumBaggingIterations=100, BreakTiesRandomly=true}	9.54%	89.84%	90.46%	90.01%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	90.04%	90.45%	90.14%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	90.04%	90.45%	90.14%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	90.04%	90.45%	90.14%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	90.04%	90.45%	90.14%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	90.04%	90.45%	90.14%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	90.01%	90.45%	90.12%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	90.01%	90.45%	90.12%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	90.01%	90.45%	90.12%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	90.01%	90.45%	90.12%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	90.01%	90.45%	90.12%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.97%	90.45%	90.10%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.97%	90.45%	90.10%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.97%	90.45%	90.10%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.97%	90.45%	90.10%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.97%	90.45%	90.10%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	89.96%	90.45%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	89.96%	90.45%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	89.96%	90.45%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	89.96%	90.45%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=80, BreakTiesRandomly=false}	9.55%	89.96%	90.45%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.93%	90.45%	90.06%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.93%	90.45%	90.06%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.93%	90.45%	90.06%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.93%	90.45%	90.06%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=110, BreakTiesRandomly=false}	9.55%	89.93%	90.45%	90.06%
{BatchSize=80, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.55%	89.91%	90.45%	90.05%
{BatchSize=90, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.55%	89.91%	90.45%	90.05%
{BatchSize=100, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.55%	89.91%	90.45%	90.05%
{BatchSize=110, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.55%	89.91%	90.45%	90.05%
{BatchSize=120, MaxDepth=13, NumFeatures=4, NumBaggingIterations=100, BreakTiesRandomly=false}	9.55%	89.91%	90.45%	90.05%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	90.01%	90.44%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	90.01%	90.44%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	90.01%	90.44%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	90.01%	90.44%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	90.01%	90.44%	90.11%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	89.96%	90.44%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	89.96%	90.44%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	89.96%	90.44%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	89.96%	90.44%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=120, BreakTiesRandomly=false}	9.56%	89.96%	90.44%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	90.01%	90.43%	90.10%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	90.01%	90.43%	90.10%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	90.01%	90.43%	90.10%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	90.01%	90.43%	90.10%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	90.01%	90.43%	90.10%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.57%	89.99%	90.43%	90.10%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.57%	89.99%	90.43%	90.10%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.57%	89.99%	90.43%	90.10%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.57%	89.99%	90.43%	90.10%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=false}	9.57%	89.99%	90.43%	90.10%
{BatchSize=80, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.57%	89.98%	90.43%	90.10%
{BatchSize=90, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.57%	89.98%	90.43%	90.10%
{BatchSize=100, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.57%	89.98%	90.43%	90.10%
{BatchSize=110, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.57%	89.98%	90.43%	90.10%
{BatchSize=120, MaxDepth=15, NumFeatures=6, NumBaggingIterations=80, BreakTiesRandomly=false}	9.57%	89.98%	90.43%	90.10%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.57%	89.97%	90.43%	90.09%
{BatchSize=80, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	89.97%	90.43%	90.09%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.57%	89.97%	90.43%	90.09%
{BatchSize=90, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	89.97%	90.43%	90.09%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.57%	89.97%	90.43%	90.09%
{BatchSize=100, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	89.97%	90.43%	90.09%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.57%	89.97%	90.43%	90.09%
{BatchSize=110, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	89.97%	90.43%	90.09%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=120, BreakTiesRandomly=true}	9.57%	89.97%	90.43%	90.09%
{BatchSize=120, MaxDepth=15, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=false}	9.57%	89.97%	90.43%	90.09%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.57%	89.95%	90.43%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.57%	89.95%	90.43%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.57%	89.95%	90.43%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.57%	89.95%	90.43%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=100, BreakTiesRandomly=true}	9.57%	89.95%	90.43%	90.08%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	90.02%	90.42%	90.11%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	90.02%	90.42%	90.11%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	90.02%	90.42%	90.11%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	90.02%	90.42%	90.11%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	90.02%	90.42%	90.11%
{BatchSize=80, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	90.01%	90.42%	90.12%
{BatchSize=90, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	90.01%	90.42%	90.12%
{BatchSize=100, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	90.01%	90.42%	90.12%
{BatchSize=110, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	90.01%	90.42%	90.12%
{BatchSize=120, MaxDepth=15, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	90.01%	90.42%	90.12%
{BatchSize=80, MaxDepth=13, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	90.00%	90.42%	90.11%
{BatchSize=90, MaxDepth=13, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	90.00%	90.42%	90.11%
{BatchSize=100, MaxDepth=13, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	90.00%	90.42%	90.11%
{BatchSize=110, MaxDepth=13, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	90.00%	90.42%	90.11%
{BatchSize=120, MaxDepth=13, NumFeatures=7, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	90.00%	90.42%	90.11%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=80, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.09%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=90, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.09%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=100, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.09%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=110, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.09%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=90, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=100, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.08%
{BatchSize=120, MaxDepth=13, NumFeatures=6, NumBaggingIterations=110, BreakTiesRandomly=true}	9.58%	89.96%	90.42%	90.09%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	89.94%	90.42%	90.06%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	89.94%	90.42%	90.06%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	89.94%	90.42%	90.06%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	89.94%	90.42%	90.06%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=110, BreakTiesRandomly=false}	9.58%	89.94%	90.42%	90.06%
{BatchSize=80, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	89.92%	90.42%	90.05%
{BatchSize=90, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	89.92%	90.42%	90.05%
{BatchSize=100, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	89.92%	90.42%	90.05%
{BatchSize=110, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	89.92%	90.42%	90.05%
{BatchSize=120, MaxDepth=13, NumFeatures=5, NumBaggingIterations=90, BreakTiesRandomly=false}	9.58%	89.92%	90.42%	90.05%
{BatchSize=80, MaxDepth=15, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	90.03%	90.41%	90.12%
{BatchSize=90, MaxDepth=15, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	90.03%	90.41%	90.12%
{BatchSize=100, MaxDepth=15, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	90.03%	90.41%	90.12%
{BatchSize=110, MaxDepth=15, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	90.03%	90.41%	90.12%
{BatchSize=120, MaxDepth=15, NumFeatures=8, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	90.03%	90.41%	90.12%
{BatchSize=80, MaxDepth=13, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.59%	89.99%	90.41%	90.10%
{BatchSize=90, MaxDepth=13, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.59%	89.99%	90.41%	90.10%
{BatchSize=100, MaxDepth=13, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.59%	89.99%	90.41%	90.10%
{BatchSize=110, MaxDepth=13, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.59%	89.99%	90.41%	90.10%
{BatchSize=120, MaxDepth=13, NumFeatures=7, NumBaggingIterations=110, BreakTiesRandomly=true}	9.59%	89.99%	90.41%	90.10%
{BatchSize=80, MaxDepth=13, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	89.98%	90.41%	90.09%
{BatchSize=90, MaxDepth=13, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	89.98%	90.41%	90.09%
{BatchSize=100, MaxDepth=13, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	89.98%	90.41%	90.09%
{BatchSize=110, MaxDepth=13, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	89.98%	90.41%	90.09%
{BatchSize=120, MaxDepth=13, NumFeatures=7, NumBaggingIterations=120, BreakTiesRandomly=true}	9.59%	89.98%	90.41%	90.09%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.59%	89.77%	90.41%	89.93%
{BatchSize=80, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.59%	89.77%	90.41%	89.93%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.59%	89.77%	90.41%	89.93%
{BatchSize=90, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.59%	89.77%	90.41%	89.93%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=false}	9.59%	89.77%	90.41%	89.93%
{BatchSize=100, MaxDepth=13, NumFeatures=1, NumBaggingIterations=90, BreakTiesRandomly=true}	9.59%	89.77%	90.41%	89.93%
