Resource URI	root.title	Graphics.GraphicType	Graphics.GraphicsManufacturer	Graphics.Graphicscard	Graphics.GraphicsMemory	KeySpecification.Processormanufacturer	Processor.ClockSpeed	Processor.ProcessorModel	Processor.ProcessorNumber	Storage.Harddrivecapacity	Memory.Memorytype	Memory.RAMMemory	root.price	Media.OpticalDrive	Operatingsystem.OperatingSystem	Warranty.ManufacturerWarranty	KeySpecification.Screensize	KeySpecification.Storage	DisplayandKeyboard.ScreenResolution	Battery.BatteryRunTime
http://www.debenhamsplus.com/laptops/p/1110256/new-apple-macbook-air-core-i5-8gb-18gb-ssd-13.3-inch-os-x-yosemite-laptop	apple macbook air core i5 8gb 128gb ssd 13.3 inch os x 10.12 sierra laptop - silver 2015	integrated				intel	1.6ghz	intel core i5			lpddr3 sdram	8gb	£164.97	none	os x el capitan	1 year warranty	13.3in	128gb	1440 x 900	12hours
http://www.debenhamsplus.com/laptops/p/1099962/lenovo-thinkpad-p50-core-i7-6820hq-8gb-256gb-ssd-quadro-m2000m-15.6-inch-windows-7-professional-workstation-laptop	lenovo thinkpad p50 core i7-6820hq 8gb 256gb ssd quadro m2000m 15.6 inch windows 7 professional work	dedicated			4gb	intel	2.7ghz	intel core i7	6820hq		ddr4 sdram	8gb	£131.97	no optical drive	windows 7 pro	3 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1163145/hp-elitebook-840-i7-6500u-14	hp elitebook 840 i7-6500u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£173.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	2560 x 1440	13.5hours
http://www.debenhamsplus.com/laptops/p/1122505/msi-phantom-gs40-6qe-090uk-core-i7-6700hq-8gb-1tb-128gb-ssd-geforce-gtx-970m-3gb-14-inch-windows-10-gaming-laptop-with-dragon-fever-bag-and-key-chain	msi phantom gs40 6qe-090uk core i7-6700hq 8gb 1tb+128gb ssd geforce gtx 970m 14 inch windows 10 gami	dedicated	nvidia	geforce gtx 970m	3gb	intel	2.6	intel core i7	6700hq	1		8gb	£112.97		windows 10	2 year warranty	14in	128gb		
http://www.debenhamsplus.com/laptops/p/1213904/acer-travelmate-p449-intel-core-i5-7200u-8gb-256gb-ssd-14-inch-windows-10-professional-laptop	acer travelmate p449 intel core i5-7200u 8gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel		intel core i5	7200u			8gb	£72.97	no optical drive	windows 10 pro	1 year warranty	14in	256gb		
http://www.debenhamsplus.com/laptops/p/1186498/dell-vostro-3568-core-i5-7200u-4gb-500gb-dvd-rw-15.6-inch-windows-10-professional-laptop	dell vostro 3568 core i5-7200u 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£51.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1136067/acer-aspire-r5-471t-core-i5-6200u-8gb-128gb-ssd-14-inch-windows-10-convertible-laptop	acer aspire r5-471t core i5-6200u 8gb 128gb ssd 14 inch windows 10 convertible laptop	integrated				intel	2.3ghz	intel core i5	6200u		lpddr3 sdram	8gb	£144.97	no optical drive	windows 10	1 year warranty	14in	128gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1167223/aorus-x7-v6-cf2-core-i7-6820hk-16gb-1tb-256gb-ssd-geforce-gtx-1070-17.3-inch-windows-10-gaming-lap	aorus x7 v6-cf2 core i7-6820hk 16gb 1tb + 256gb ssd geforce gtx 1070 17.3 inch windows 10 gaming lap	dedicated	nvidia	geforce gtx 1070	8gb	intel	2.7ghz	intel core i7	6820hk	1tb		16gb	£354.97		windows 10	2 year warranty	17.3in	256gb		
http://www.debenhamsplus.com/laptops/p/1208256/hp-probook-450-g3-intel-core-i5-6200u-4gb-500gb-15.6-inch-windows-10-pro-laptop	hp probook 450 g3 intel core i5-6200u 4gb 500gb 15.6 inch windows 10 pro laptop	integrated				intel		intel core i5	6200u	500gb	ddr4 sdram	4gb	£118.97	dvd-rw	windows 10 pro	1 year warranty		500gb	1920 x 1080	9.25hours
http://www.debenhamsplus.com/laptops/p/1110259/apple-macbook-intel-core-m3-1.1ghz-8gb-56gb-1-inch-os-x-10.10-yosemite-laptop-in-silver	apple macbook intel core m3 1.1ghz 8gb 256gb 12 inch os x 10.12 sierra laptop - silver 2016	integrated				intel	1.1ghz	core m3			lpddr3 sdram	8gb	£1105	no optical drive	os x 10.12 sierra	1 year warranty	12in	256gb	2304 x 1440	11hours
http://www.debenhamsplus.com/laptops/p/1188127/asus-zenbook-core-i7-7500u-16gb-512gb-ssd-12.5-inch-windows-10-laptop	asus zenbook core i7-7500u 16gb 512gb ssd 12.5 inch windows 10 laptop	integrated	intel hd			intel	2.7ghz	i7	7500u		lpddr3 sdram	16gb	£146.97		windows 10		12.5in	512gb	1920 x 1080	9hours
http://www.debenhamsplus.com/laptops/p/1168769/hp-elite-x3-laptop-dock-for-hp-elite-x3-smartphone	hp elite x3 laptop dock for hp elite x3 smartphone	integrated											£123.97	no optical drive		1 year warranty				
http://www.debenhamsplus.com/laptops/p/1134702/microsoft-surface-pro-4-core-i7-6650u-8gb-256gb-12.3-inch-windows-10-tablet	microsoft surface pro 4 core i7-6650u 8gb 256gb 12.3 inch windows 10 tablet					intel	2.2ghz	intel core i7	i7-6650u			8gb	£89.97	none	windows 10 pro	1 year warranty	12.3inch		2736 x 1824	9hours
http://www.debenhamsplus.com/laptops/p/1167358/hp-elitebook-820-g3-core-i7-6500u-8gb-256gb-ssd-12.5-inch-windows-10-professional-laptop	hp elitebook 820 g3 core i7-6500u 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£256.97	no optical drive	windows 10 pro	3 year warranty	12.5in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1057003/asus-g752vy-core-i7-6700hq-24gb-1tb-256gb-ssd-nvidia-gtx-980m-4gb-blu-ray-17.3-inch-windows-10-gaming-laptop-bundled-with-gaming-carry-bag-headset-and-gaming-mouse	asus rog g752vy core i7-6700hq 24gb 1tb+256gb ssd geforce gtx 980m 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 980m	4gb	intel	2.6ghz	intel core i7	6700hq	1tb	ddr4 sdram	24gb	£639.97	blu ray	windows 10	2 year warranty	17.3in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1131608/hp-elitebook-820-g3-core-i5-6200u-2.3ghz-8gb-256gb-ssd-12.5-inch-windows-7-professional-laptop	hp elitebook 820 g3 core i5-6200u 8gb 256gb ssd 12.5 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u			8gb	£138.98	no optical drive	windows 7 pro	3 year warranty	12.5in	256gb		
http://www.debenhamsplus.com/laptops/p/1194691/dell-inspiron-5368-core-i3-7100u-4gb-1tb-13.3-inch-windows-10-touchscreen-laptop	dell inspiron 5368 core i3-7100u 4gb 1tb 13.3 inch windows 10 touchscreen laptop												£73.97							
http://www.debenhamsplus.com/laptops/p/1165580/acer-tmp278-m-ci5-6200u-4gb-1tb-dvd-rw-17.3-inch-windows-7-professional	acer travelmate p278-m core i5-6200u 4gb 1tb dvd-rw 17.3 inch windows 7 professional laptop	integrated	amd			intel	2.3ghz	intel core i5	6200u	1tb	ddr3l sdram	4gb	£41.97	dvd-rw	windows 7 pro	1 year warranty	17.3in	1tb	1600 x 900	
http://www.debenhamsplus.com/laptops/p/1202082/acer-travelmate-p2238-m-55um-core-i5-6200u-4gb-128gb-ssd-13.3-inch-windows-7-professional-laptop	acer travelmate p2238-m-55um core i5-6200u 4gb 128gb ssd 13.3 inch windows 7 professional laptop	integrated				intel		intel core i5	6200u		ddr3l sdram	4gb	£291.97	no optical drive	windows 7 pro	1 year warranty	13.3in	128gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1203930/medion-erazer-p6679-core-i7-7500u-8gb-1tb-256gb-ssd-geforce-gtx-950m-dvd-rw-15.6-inch-windows-10-gaming-laptop	medion erazer p6679 core i7-7500u 8gb 1tb + 256gb ssd geforce gtx 950m dvd-rw 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 950m	4gb	intel	2.7ghz	intel core i7	7500u	1tb		8gb	£66.97	dvd-rw	windows 10	1 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1170342/acer-swift-3-sf314-51-core-i3-7100u-8gb-128gb-ssd-14-inch-windows-10-laptop	acer swift 3 sf314-51 core i3-7100u 8gb 128gb ssd 14 inch windows 10 laptop	integrated				intel	2.4ghz	intel core i3	7100u		ddr4 sdram	8gb	£126.97	no optical drive	windows 10	1 year warranty	14in	128gb	1920 x 1080	10hours
http://www.debenhamsplus.com/laptops/p/1128914/hp-zbook-17-g3-mobile-workstation-core-i7-6700hq-2.6-ghz-win-7-pro-64-bit-8-gb-ram-256-gb-ssd-hp-z-turbo-drive-g2-no-odd-17.3-ips-1920-x-1080-full-hd-quadro-m3	hp zbook 17 g3 core i7-6700hq 2.6ghz 8gb 256gb ssd 17.3 inch windows 7 professional laptop	integrated			4gb	intel	2.6ghz	intel core i7	6700hq		ddr4 sdram	8gb	£368.97	no optical drive	windows 7 pro	3 year warranty	17.3in	256gb	1920 x 1080	16.25hours
http://www.debenhamsplus.com/laptops/p/1175093/asus-pro-b9440ua-core-i5-7200u-8gb-512gb-ssd-14-inch-windows-10-professional-laptop	asus pro b9440ua core i5-7200u 8gb 512gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		lpddr3 sdram	8gb	£183.97	no optical drive	windows 10 pro	3 year warranty	14in	512gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1202873/asus-vivobook-intel-celeron-n3050-4gb-1tb-dvd-sm-15.6-inch-windows-10-laptop	asus vivobook intel celeron n3050 4gb 1tb dvd-sm 15.6 inch windows 10 laptop	integrated				intel	1.6ghz	intel celeron	n3050	1tb	ddr3l sdram	4gb	£20.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1188702/dell-latitude-5580-core-i5-7200u-8gb-256gb-ssd-15.6-inch-windows-10-professional-laptop	dell latitude 5580 core i5-7200u 8gb 256gb ssd 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u		ddr4 sdram	8gb	£224.97	no optical drive	windows 10 pro	1 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1200867/medion-p7647-core-i7-7500u-8gb-2tb-256gb-ssd-geforce-gtx-950m-dvd-rw-17.3-inch-windows-10-gaming-laptop	medion p7647 core i7-7500u 8gb 2tb + 256gb ssd geforce gtx 950m dvd-rw 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 950m	4gb	intel	2.7ghz	intel core i7	7500u	2tb		8gb	£54.97	dvd-rw	windows 10	1 year warranty	17.3in	2tb		
http://www.debenhamsplus.com/laptops/p/1186565/dell-vostro-5568-core-i5-7200u-4gb-500gb-15.6-inch-windows-10-professional-laptops	dell vostro 5568 core i5-7200u 4gb 500gb 15.6 inch windows 10 professional laptops	integrated				intel	2.5ghz	intel core i5	7200u	500gb	ddr4 sdram	4gb	£100.97	no optical drive	windows 10 pro	1 year warranty	15.6in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1105320/lenovo-thinkpad-p50-core-i7-6820hq-8gb-512gb-ssd-quadro-m2000m-15.6-inch-4k-windows-7-professional-laptop	lenovo thinkpad p50 core i7-6820hq 8gb 512gb ssd quadro m2000m 15.6 inch 4k windows 7 professional w	integrated			4gb	intel	2.7ghz	intel core i7	6820hq		ddr4 sdram	16gb	£393.97	no optical drive	windows 7 pro	3 year warranty	15.6in	512gb	3840 x 2160	
http://www.debenhamsplus.com/laptops/p/1152426/asus-pro-advanced-b8430ua-fa0411e-core-i7-6600u-2.6ghz-8gb-256gb-ssd-14-inch-windows-7-professional-laptop	asus pro advanced b8430ua fa0411e core i7-6600u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.6ghz	intel core i7	6600u		ddr4 sdram	8gb	£196.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1174516/hp-elitebook-840-g4-core-i7-7500u-8gb-256gb-ssd-14-inch-windows-10-professional-laptop	hp elitebook 840 g4 core i7-7500u 8gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel	2.7ghz	intel core i7	7500u		ddr4 sdram	8gb	£402.98	no optical drive	windows 10 pro	3 year warranty	14in	256gb	1920 x 1080	15.25hours
http://www.debenhamsplus.com/laptops/p/1160843/dell-precision-7710-core-i7-6820hq-16gb-1tb-17.3-inch-windows-7-professional-laptop	dell precision 7710 core i7-6820hq 16gb 1tb 17.3 inch windows 7 professional laptop	dedicated	nvidia		4gb	intel	2.7ghz	intel core i7	6820hq	1tb	ddr4 sdram	16gb	£378.97	no optical drive	windows 7 pro	3 year warranty	17.3in	1tb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/927933/apple-macbook-pro-5th-gen-core-i5-8gb-18gb-ssd-13.3-inch-retina-intel-iris-6100-laptop	apple macbook pro 5th gen core i5 8gb 128gb ssd 13.3 inch retina display os x 10.12 sierra laptop -	integrated				intel	2.7ghz	intel core i5	5257u		lpddr3 sdram	8gb	£189.97	no optical drive	os x 10.12 sierra	1 year warranty	13.3in	128gb	2560 x 1600	12hours
http://www.debenhamsplus.com/laptops/p/1205769/msi-gp62m-7rex-core-i7-7700hq-8gb-1tb-128gb-ssd-nvidia-geforce-gtx-1050-15.6-inch-windows-10-gaming-laptop	msi gp62m 7rex core i7-7700hq 8gb 1tb + 128gb ssd geforce gtx 1050 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1050		intel	2.8ghz	intel core i7	7700hq	1tb		8gb	£169.97	no optical drive	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1199118/lenovo-ideapad-310-core-i5-7200u-8gb-1tb-dvdrw-windows-10-home-15.6-inch-laptop-silver	lenovo ideapad 310 core i5-7200u 8gb 1tb dvdrw windows 10 home 15.6 inch laptop - silver	integrated				intel	2.5ghz	intel core i5	7200u	1tb	ddr4 sdram	8gb	£119.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	6.4hours
http://www.debenhamsplus.com/laptops/p/1160822/asus-x540sa-celeron-n3050-4gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	asus x540sa celeron n3050 4gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	1.6ghz	intel celeron	n3050	1tb	ddr3l sdram	4gb	£66.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1108339/lenovo-thinkpad-x1-carbon-skylake-core-i5-600u-8gb-56gb-ssd-14-inch-windows-7-professional-laptop	lenovo thinkpad x1 carbon 20fb core i5-6200u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr3 sdram	8gb	£190.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	1920 x 1080	11hours
http://www.debenhamsplus.com/laptops/p/1162213/hp-probook-470-g4-core-i5-7200u-2.5ghz-4gb-1tb-dvd-rw-17.3-inch-windows-10-professional-laptop	hp probook 470 g4 core i5-7200u 2.5ghz 4gb 1tb dvd-rw 17.3 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i5	7200u	1tb	ddr4 sdram	4gb	£108.97	dvdrw (r dl) / dvd-ram	windows 10 pro	1 year warranty	17.3in	1tb	1600 x 900	11hours
http://www.debenhamsplus.com/laptops/p/1167267/msi-apache-pro-ge62vr-7rf-core-i7-7700hq-16gb-1tb-256gb-ssd-dvd-rw-geforce-gtx-1060-15.6-inch-window	msi apache pro ge62vr 7rf core i7-7700hq 16gb 1tb 256gb ssd dvd-rw geforce gtx 1060 15.6 inch window	dedicated	nvidia	geforce gtx 1060	3gb	intel	2.8ghz	intel core i7	i7-7700hq	1tb	ddr4 sdram	16gb	£297.97	dvd-rw	windows 10	2 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1170344/acer-predator-g5-793-core-i7-6700hq-16gb-1tb-128gb-ssd-geforce-gtx-1060-17.3-inch-windows-10-lapto	acer predator g5-793 core i7-6700hq 16gb 1tb + 128gb ssd geforce gtx 1060 17.3 inch windows 10 lapto	dedicated	nvidia	geforce gtx 1060	6gb	intel	2.6	intel core i7	6700hq	1	ddr4 sdram	16gb	£282.97		windows 10		17.3in	128	1920 x 1080	3hours
http://www.debenhamsplus.com/laptops/p/1213036/acer-travelmate-intel-core-i7-6500u-4gb-256gb-ssd-14-inch-windows-10-professional-laptop	acer travelmate intel core i7-6500u 4gb 256gb ssd 14 inch windows 10 professional laptop	integrated				intel		intel core i7	6500u			4gb	£143.97	no optical drive	windows 10 pro	1 year warranty	14in	256gb		
http://www.debenhamsplus.com/laptops/p/1174622/asus-k556uq-core-i5-7200-8gb-256gb-ssd-geforce-gtx-940m-dvd-rw-15.6-inch-windows-10-laptop	asus k556uq core i5-7200 8gb 256gb ssd geforce gtx 940m dvd-rw 15.6 inch windows 10 laptop	dedicated	nvidia	geforce gt 940mx	2gb	intel	2.5ghz	intel core i5	7200		ddr4 sdram	8gb	£129.97	dvd-rw	windows 10	1 year warranty	15.6in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1131149/hewlett-packard-hp-zbook-17-g3-core-i7-6700hq-2.6ghz-8gb-256gb-ssd-17.3-inch-windows-7-professional-workstation-laptop	hewlett packard hp zbook 17 g3 core i7-6700hq 8gb 256gb ssd 17.3 inch windows 7 professional worksta	integrated				intel	2.6ghz	intel core i7	6700hq		ddr4 sdram	8gb	£378.98	no optical drive	windows 7 pro	3 year warranty	17.3in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1179480/hp-zbook-15u-g3-core-i7-6500u-16gb-256gb-ssd-15.6-inch-windows-10-professional-laptop	hp zbook 15u g3 core i7-6500u 16gb 256gb ssd 15.6 inch windows 10 professional laptop	integrated				intel	2.5ghz	intel core i7	6500u		ddr4 sdram	16gb	£484.98	no optical drive	windows 10 pro	3 year warranty	15.6in	256gb	1920 x 1080	10hours
http://www.debenhamsplus.com/laptops/p/1162672/asus-pro-core-i5-6200u-8gb-256gb-ssd-14-inch-windows-7-professional-laptop	asus pro b8430ua-fa0410e-oss core i5-6200u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	8gb	£150.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1210706/acer-aspire-es1-523-amd-a8-7410-8gb-1tb-dvd-rw-15.6-inch-windows-10-laptop	acer aspire es1-523 amd a8-7410 8gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				amd	2.2ghz	amd a8	a8-7410	1tb	ddr3l sdram	8gb	£60.97	dvd-rw	windows 10	1 year warranty	15.6in	1tb	1366 x 768	5hours
http://www.debenhamsplus.com/laptops/p/1175096/toshiba-satellite-pro-r50-c-179-core-i3-6006u-4gb-128gb-ssd-dvd-sm-15.6-inch-windows-10-laptop	toshiba satellite pro r50-c-179 core i3-6006u 4gb 128gb ssd dvd-sm 15.6 inch windows 10 laptop	integrated				intel		intel core i3	6006u		ddr3l sdram	4gb	£120.97	dvd-rw	windows 10	1 year warranty	15.6in	128gb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1168613/medion-p6681-core-i7-7500u-8gb-1tb-geforce-gtx-1050-15.6-inch-windows-10-gaming-laptop	medion p6681 core i7-7500u 8gb 1tb geforce gtx 1050 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1050	4gb	intel	2.7ghz	intel core i7	7500u	1tb		8gb	£865	dvd-rw	windows 10		15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1092430/hp-elitebook-1040-g3-core-i5-600u-.3-ghz-8gb-56gb-ssd-14-inch-windows-7-professional-64-bit-laptop	hewlett packard hp elitebook 1040 g3 core i5 6200u 8gb 256gb ssd 14 inch windows 7 professional lapt	integrated				intel	2.3ghz	intel core i5	6200u	256gb	ddr4 sdram	8gb	£343.97	no optical drive	windows 10 pro	3 year warranty	14in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1205921/new-apple-macbook-pro-core-i5-3.1ghz-8gb-256gb-13-inch-laptop-with-touch-bar-space-grey	new apple macbook pro core i5 3.1ghz 8gb 256gb 13 inch laptop with touch bar - space grey	integrated				intel	3.2ghz	intel core i5			lpddr3 sdram	8gb	£1605	no optical drive	os x 10.12 sierra	1 year warranty	13.3in	256gb	2560 x 1600	10hours
http://www.debenhamsplus.com/laptops/p/1206131/hp-255-g5-amd-a6-7310-4gb-128gb-ssd-dvd-rw-15.6-inch-windows-10-laptop	hp 255 g5 amd a6-7310 4gb 128gb ssd dvd-rw 15.6 inch windows 10 laptop	integrated				amd	2.4ghz	amd a6	7310			4gb	£34.97	dvd-rw	windows 10	1 year warranty	15.6in	128gb		
http://www.debenhamsplus.com/laptops/p/1205906/new-apple-macbook-core-i5-1.3ghz-512gb-ssd-12-inch-laptop-silver	new apple macbook core i5 1.3ghz 512gb ssd 12 inch laptop - silver	integrated				intel	1.3ghz	intel core i5			lpddr3 sdram	8gb	£1425	no optical drive	os x 10.12 sierra	1 year warranty	12in	512gb	2304 x 1440	12hours
http://www.debenhamsplus.com/laptops/p/1211168/toshiba-satellite-pro-core-i5-6200u-4gb-128gb-ssd-15.6-inch-windows-10-laptop	toshiba satellite pro core i5-6200u 4gb 128gb ssd 15.6 inch windows 10 laptop	integrated				intel		intel core i5	6200u			4gb	£80.97	no optical drive	windows 10	1 year warranty	15.6in	128gb		
http://www.debenhamsplus.com/laptops/p/1192592/microsoft-surface-book-core-i7-6600u-8gb-256gb-ssd-geforce-gtx-965m-13.5-inch-windows-10-professional-laptop	microsoft surface book core i7-6600u 8gb 256gb ssd geforce gtx 965m 13.5 inch windows 10 professional laptop	dedicated	nvidia	geforce gtx 965m	2gb	intel	2.6ghz	intel core i7	6600u		lpddr3 sdram	8gb	£192.97	no optical drive	windows 10 pro	1 year warranty	13.5in	256gb	3000 x 2000	16hours
http://www.debenhamsplus.com/laptops/p/1103957/msi-titan-sli-gt80s-6qe-039uk-core-i7-6700hq-16gb-1tb-256gb-ssd-geforce-gtx-980m-8gb-18.4-inch-windows-10-gaming-laptop	msi titan sli gt80s 6qe-039uk core i7-6700hq 16gb 1tb + 256gb ssd geforce gtx 980m 18.4 inch windows	dedicated	nvidia	geforce gtx 980m	8gb	intel	2.6ghz	intel core i7	6700hq	1tb		16gb	£715.97		windows 10	2 year warranty	18.4inch	256gb		
http://www.debenhamsplus.com/laptops/p/1163623/hp-probook-470-g3-8gb-256gb-17.3-inch-windows-7-pro-windopws-10-pro-laptop	hp probook 470 g3 core i7-6500u 8gb 256gb ssd 17.3 inch windows 7 professional laptop	integrated			2gb	intel	2.5ghz	intel core i7	6500u		ddr4 sdram	8gb	£222.97	no optical drive	windows 7 pro	1 year warranty	17.3in	256gb	1920 x 1080	
http://www.debenhamsplus.com/laptops/p/1180072/hp-250-g5-core-i3-5005u-4gb-1tb-15.6-inch-windows-10-laptop	hp 250 g5 core i3-5005u 4gb 1tb 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	5005u	1tb		4gb	£44.97	no optical drive	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1209639/acer-easynote-ente69-intel-celeron-n4200qc-8gb-1tb-15.6-inch-windows-10-laptop	acer easynote ente69 intel celeron n4200qc 8gb 1tb 15.6 inch windows 10 laptop	integrated				intel	1.1ghz	intel celeron	n4200qc	1tb		8gb	£39.97	no optical drive	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1199073/acer-travelmate-p459-m-core-i5-7200u-4gb-1tb-15.6-inch-windows-10-professional-laptop	acer travelmate p459-m core i5-7200u 4gb 1tb 15.6 inch windows 10 professional laptop	integrated				intel		intel core i5	7200u	1tb	ddr4 sdram	4gb	£194.97	no optical drive	windows 10 pro	1 year warranty	15.6in	1tb	1366 x 768	8hours
http://www.debenhamsplus.com/laptops/p/1193165/acer-extensa-2540-core-i3-6006u-4gb-500gb-dvd-rw-15.6-inch-windows-10-laptop	acer extensa 2540 core i3-6006u 4gb 500gb dvd-rw 15.6 inch windows 10 laptop	integrated				intel	2ghz	intel core i3	6006u	500gb	ddr4 sdram	4gb	£58.97	dvd-rw	windows 10	1 year warranty	15.6in	500gb	1366 x 768	
http://www.debenhamsplus.com/laptops/p/1151118/hp-250-g5-core-i5-6200u-8gb-256gb-ssd-dvd-rw-15.6-inch-windows-10-professional-laptop	hewlett packard hp 250 g5 core i5-6200u 8gb 256gb ssd dvd-rw 15.6 inch fhd windows 10 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	8gb	£42.97	dvd-rw	windows 10 pro	1 year warranty	15.6in	256gb	1920 x 1080	8.25hours
http://www.debenhamsplus.com/laptops/p/1210731/hp-probook-640-g2-core-i5-6200u-8gb-256gb-ssd-14-inch-dvd-sm-windows-10-pro-laptop	hp probook 640 g2 core i5-6200u 8gb 256gb ssd 14 inch dvd-sm windows 10 pro laptop	integrated				intel	2.3ghz	intel core i5	6200u			8gb	£194.99	dvd-rw	windows 10	1 year warranty	14in	256gb		
http://www.debenhamsplus.com/laptops/p/1119598/lenovo-len-i-t460s-i5-600u56ssd8gbwin7p143yo	lenovo thinkpad t460s 20f9 core i5-6200u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				intel	2.3ghz	intel core i5	6200u		ddr4 sdram	8gb	£177.97	no optical drive	windows 7 pro	3 year warranty	14in	256gb	1920 x 1080	10.5hours
http://www.debenhamsplus.com/laptops/p/1152003/hp-zbook-15-g3-core-i7-6700hq-8gb-256gb-ssd-15.6-inch-windows-7-pro-workstation-laptop	hp zbook 15 g3 core i7-6700hq 8gb 256gb ssd 15.6 inch windows 7 pro workstation laptop	integrated	nvidia	quadro m200m		intel	2.6ghz	intel core i7	6700hq			8gb	£1570	no optical drive	windows 7	3 year warranty	15.6in	256gb		
http://www.debenhamsplus.com/laptops/p/1180151/msi-pl60-7rd-006uk-core-i5-7200u-8gb-1tb-nvidia-geforce-gtx-1050-2gb-15.6-inch-windows-10-gaming-laptop	msi pl60 7rd-006uk core i5-7200u 8gb 1tb geforce gtx 1050 2gb 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1050	2gb	intel	2.5ghz	intel core i5	7200u	1tb		8gb	£114.97	no optical drive	windows 10	1 year warranty	15.6in	1tb		
http://www.debenhamsplus.com/laptops/p/1170423/hp-pavilion-x360-13-u118na-core-i3-7100u-4gb-128gb-ssd-13.3-inch-windows-10-convertible-laptop	hp pavilion x360 13-u118na core i3-7100u 4gb 128gb ssd 13.3 inch windows 10 convertible laptop	integrated				intel	2.4ghz	intel core i3	7100u			4gb	£101.97	no optical drive	windows 10	1 year warranty	13.3in	128gb		
