Resource URI|root.title|root.price|PackageContents.PackageContents|BatteryInformation.RemoteControllerBattery|MediaSupported.DecoderFormat|MediaSupported.Videoformat|MediaSupported.Audioformat|MediaSupported.Support5.1SurroundSoundOutput|General.Type|General.RAM|General.GPU|General.Brand|General.Model|General.Processor|General.CPU|General.Core|General.Color|General.RAMType|General.ROM|Custom.SSD|PowerRequirement.PowerInputVol|PowerRequirement.PowerAdapterOutput|PowerRequirement.PowerAdapterInput|PowerRequirement.PowerType|DimensionandWeight.Productweight|DimensionandWeight.Productsize(LxWxH)|ProductDetails.Antenna|ProductDetails.5GWiFi|ProductDetails.PowerComsumption|ProductDetails.PowerSupply|ProductDetails.Interface|ProductDetails.HDMIVersion|ProductDetails.Bluetooth|ProductDetails.RJ45PortSpeed|FirmwareInformation.WiFiChip|FirmwareInformation.SystemBit|General.MaximumExternalHardDrivesCapacity|General.System|ProductDetails.WIFI|ProductDetails.HDMIFunction
http://www.gearbest.com/tv-box-mini-pc/pp_608447.html|mecool kiii pro internet tv box|$115.99|1 x mecool kiii pro tv box, 1 x remote control, 1 x power adapter, 1 x english manual |2 x aa ( not included ) |h.265 |4k,asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |3gb |arm mali-t820mp3 |mecool |kiii pro |amlogic s912 |amlogic s912 |octa core |black |ddr3 |16g |||12v 1a ||external power adapter mode |0.2600 kg |13.00 x 12.00 x 3.20 cm / 5.12 x 4.72 x 1.26 inches |||8w |charge adapter |av,dvb-s2,dvb-t2,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |1000m |bcm4335 |64bit |128gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_328433.html|onda m3 mini pc|$284.82|1 x onda m3 mini pc, 1 x power cable, 1 x power adapter, 2 x stand, 1 x antenna, 1 x chinese manual ||h.265 |mp4 ||no |mini pc |4g ram ||onda |m3 ||intel celeron g1840 |single core |golden |ddr3 |128g rom |||||external power adapter mode |1.3070 kg |19.70 x 19.70 x 3.30 cm / 7.76 x 7.76 x 1.3 inches |yes |||charge adapter |3.5mm audio,dc power port,lan,microphone jack,mini hdmi female,usb2.0,usb3.0,vga,wifi antenna |2||||64bit |128gb |||
http://www.gearbest.com/tv-box-mini-pc/pp_343428.html|hystou fmp03 fanless mini pc|$203.37|1 x mini pc, 1 x desk mount, 2 x wifi antennas, 1 x power adapter, 1 x power cord, 1 x screw bag, 1 x english user manual ||rm/rmvb,xvid/divx3/4/5/6 |1080p,asf,avc,rm,rmvb,wmv |aac,ac3,acc,rm,truehd,wav,wma |no |mini pc ||intel hd graphics 4400 |hystou |fmp03 ||core-i3-5005u |2.0ghz |silver |ddr3 |||12v |12v 3a |100-240v / 50-60hz |external power adapter mode |1.250 kg |19.80 x 19.80 x 3.70 cm / 7.8 x 7.8 x 1.46 inches |yes |||charge adapter |dc power port,hdmi,lan,usb3.0,vga |2||||32bit ||||
http://www.gearbest.com/tv-box-mini-pc/pp_607556.html|beelink gt1 ultimate tv android hd box|$71.99|1 x beelink gt1 ultimate tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.263,h.264,h.265,hd mpeg4 |3d,4k,avi,dat,h.265,iso,mkv,mp4,mpeg,mpeg-1,mpeg2,mpeg4,rm,wmv |aac,dts,flac,mp3,ogg,rm,wma |yes |tv box |3g ram |arm mali-t820mp3 |beelink |gt1 ultimate ||amlogic s912 |2.0ghz,octa core ||ddr4 |32g |||||external power adapter mode |0.1930 kg |9.60 x 9.60 x 1.60 cm / 3.78 x 3.78 x 0.63 inches ||yes ||charge adapter |dc 5v,hdmi,lan,micro sd card slot,spdif,usb2.0 |2|bluetooth4.0 |||32bit |64gb |android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_621478.html|miracast dlna airmirror airplay screen mirroring hdmi cable|$11.89|1 x multimedia screen mirroring cable, 1 x english user manual |||||||||||||||||||||||||||||||||||||
http://www.gearbest.com/tv-box-mini-pc/pp_616701.html|alfawise a95x r1 tv box|$22.99|1 x a95x r1 tv box, 1 x power adapter, 1 x user manual, 1 x remote controller ||h.263,h.264,h.265,hd mpeg4 |asf,avi,iso,mkv,mpeg,rm,rmvb,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,wma |yes |tv box |1g |mali-400 mp |alfawise |a95x r1 ||rk3229 |1.5ghz,quad core ||ddr3 |8g ||12v,5v |||external power adapter mode |0.1200 kg |9.30 x 9.30 x 1.50 cm / 3.66 x 3.66 x 0.59 inches ||||charge adapter |av,dc 5v,hdmi,lan,spdif,tf card,usb2.0 |2|unsupport ||rtl8189 |32bit |32gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_275096.html|minix neo u1 smart tv android box|$146.95|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x air mouse, 1 x usb receiver, 1 x english manual for tv box, 1 x english manual for air mouse |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |500gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_649084.html|m96x smart tv box|$46.14|1 x m96x amlogic s905x smart tv box, 1 x power adapter, 1 x remote control, 1 x english user manual ||h.265 |asf,avi,dat,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob |aac,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram |mali-450 ||m96x |s905x |arm cortex-a53 |quad core ||ddr3 |8g rom |||||external power adapter mode |0.2800 kg |9.60 x 9.60 x 2.00 cm / 3.78 x 3.78 x 0.79 inches |||2.5w |charge adapter |dc power port,hdmi,optical,tf card,usb2.0,usb3.0 |2||10 / 100m |ap6335 |64bit |32gb |android 7.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_273232.html|minix neo u1 tv box android 5.1.1|$108.55|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x english manual for tv box |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g ram |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g rom |||||external power adapter mode |0.2780 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |128gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_650019.html|m96x vbox colorful smart tv box|$45.99|1 x smart tv box, 1 x power adapter, 1 x remote control, 1 x english user manual ||h.265 |asf,avi,dat,iso,mkv,mov,mpeg,mpg,rm,rmvb,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram |mali-450 ||m96x vbox |s905x |arm cortex-a53 |2.0ghz,quad core ||ddr3 |16g rom |||||external power adapter mode |0.3000 kg |11.80 x 11.80 x 2.30 cm / 4.65 x 4.65 x 0.91 inches |no ||2.5w |charge adapter ||2|bluetooth4.0 |10 / 100m |ap6335 |64bit |32gb |android 7.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_562949.html|morefine m1s mini pc stick|$181.14|1 x morefine m1s mini pc stick, 1 x power adapter, 1 x hdmi cable, 1 x english manual |no |h.263,h.264 |rm,rmvb |aac,rm,wav,wma |no |mini pc |4g ram |intel hd graphic |morefine |m1s |intel atom x5-z8350 |intel atom x5-z8350 |quad core |black |ddr3 |64g rom ||5v |||external power adapter mode |0.0650 kg |12.40 x 3.70 x 1.20 cm / 4.88 x 1.46 x 0.47 inches ||yes |10w |charge adapter |hdmi,micro sd card slot,usb2.0,usb3.0 |2|bluetooth4.0 |no |intel 3165 |64bit |128gb |windows 10 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_428934.html|mecool bb2 tv box amlogic s912 octa core|$74.95|1 x mecool bb2 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|1080p,4k x 2k,asf,avi,dat,flv,h.265,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,vp9-10 profile-2,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram |arm mali-t820mp3 |mecool |bb2 |amlogic s912 |arm cortex-a53 |2.0ghz |gun color |lpddr3 |16g rom |||||external power adapter mode |0.2300 kg |10.90 x 10.90 x 2.10 cm / 4.29 x 4.29 x 0.83 inches ||yes ||charge adapter |av,cvbs/l/r,dc power port,hdmi,optical,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |||64bit |32gb |android 6.0 |802.11 a/b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_540111.html|coowell v2 wireless android box|$54.02|1 x coowell v2 tv box, 1 x remote control, 1 x hdmi cable, 1x av cable, 1 x power adapter, 1 x english manual ||h.264,h.265,realvideo8/9/10 |avi,dat,h.264,h.265,iso,mjpeg,mkv,mov,mp4,rm,vc-1,vp9,wmv |aac,flac,mp3,ogg,rm,wma |yes |tv box |2g |mali-450 |coowell |v2 ||amlogic s905x |2.0ghz,quad core |black |ddr3 |16g |||||external power adapter mode |0.350 kg |12.40 x 12.40 x 2.20 cm / 4.88 x 4.88 x 0.87 inches ||yes ||charge adapter |av,dc 5v,hdmi,rj45,sd card slot,spdif,usb2.0 |2|bluetooth4.0 |||64bit ||android 6.0 ||
http://www.gearbest.com/tv-box-mini-pc/pp_606551.html|voyo v1 vmac mini pc|$149.99|1 x voyo v1 vmac mini pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.263,h.264 |h.263,h.264,mpeg,mpeg-1,mpeg2,mvc,rmvb,vc-1,wmv |ac-3,ape,dts,flac,mp3,ogg,wav,wma |yes |mini pc |4g ram |intel hd graphic |voyo |v1 vmac |apollo lake n3450 |apollo lake n3450 |quad core ||ddr3l |64g rom |||||external power adapter mode |0.4000 kg |12.00 x 12.00 x 2.80 cm / 4.72 x 4.72 x 1.1 inches ||no |12w |charge adapter |3.5mm audio,dc power port,mini hdmi female,rj45,tf card,usb3.0 |1.4|unsupport |1000m |out-cell |64bit ||windows 10 ||
http://www.gearbest.com/tv-box-mini-pc/pp_288824.html|beelink bt3 intel mini pc nuc|$115.87|1 x beelink bt3 intel mini nuc pc, 1 x hdmi cable, 1 x power adapter, 1 x english manual |||mov,mpeg-1,mpeg-4,mpeg2,mpg,rm,rmvb,wmv |aac,flac,ogg,rm,wav,wma ||tv box |2g |intel hd graphic(gen7) |beelink |intel bt3 ||intel atom cherry trail x5-z8300 |quad core |black |||||||external power adapter mode |0.450 kg |12.00 x 12.00 x 2.40 cm / 4.72 x 4.72 x 0.94 inches ||||charge adapter |dc power port,hdmi,microphone jack,rj45,sd card slot,usb2.0,usb3.0 ||bluetooth4.0 |||32bit |128gb |windows 10 |802.11 a/b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_414775.html|sunvell t95 max tv android box quad core amlogic s905|$55.47|1 x sunvell t95 max set-top box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|4k x 2k,asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |2g |mali-450 |sunvell |t95 max ||amlogic s905 |2.0ghz,quad core |black |ddr3 |32g |||5v 2a ||external power adapter mode |0.400 kg |16.00 x 11.00 x 2.50 cm / 6.3 x 4.33 x 0.98 inches ||yes ||charge adapter |av,dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0 ||bluetooth4.0 |||64bit ||android 5.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_484216.html|scishion v88 plus smart tv hd box android system|$28.99|1 x scishion v88 plus tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||h.264,h.265,realvideo8/9/10 |avi,dat,h.264,h.265,iso,mkv,mov,mp4,mpeg,mpg,rm,vc-1,vp8,vp9,wmv |aac,flac,mp3,ogg,rm,wma |yes |tv box |2g |mali-400 |scishion |v88 plus ||rk3229 |1.5ghz,quad core |black |ddr3 |8g |||5v 2a ||external power adapter mode |0.1430 kg |11.60 x 11.60 x 2.50 cm / 4.57 x 4.57 x 0.98 inches ||no ||charge adapter |av,dc power port,hdmi,rj45,sd card slot,spdif,usb2.0 |2|||6051p |32bit |500gb |android 5.1,android 6.0 |802.11b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_590406.html|chuwi hibox mini pc android 5.1 + window 10 dual os 64bit|$119.99|1 x chuwi hibox mini pc, 1 x power adapter, 1 x hdmi cable, 1 x bracket, 4 x screw, 1 x english user manual, 1 x remote control |2 x aaa ( not included ) |h.263,h.264,h.265,hd mpeg4 |3gp,avi,mkv,mp4,mpeg4 |aac,amr-nb,amr-wb,flac,ogg |yes |mini pc |4g ram |intel hd graphic |chuwi |hibox |intel atom x5-z8350 ||quad core |black |ddr3 |64g rom |||||external power adapter mode |0.2000 kg |12.00 x 12.00 x 2.50 cm / 4.72 x 4.72 x 0.98 inches ||yes |0.22w |charge adapter |3.5mm audio,dc power port,ethernet,hdmi,sd card slot,usb2.0,usb3.0 |1.4|bluetooth4.0 |1000m / 100m |no |64bit |128g |android 5.1,windows 10 |802.11 a/b/g/n/ac |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_366028.html|sunvell t95m 4k hd media streaming box 64bit|$39.99|1 x sunvell t95m tv box, 1 x ir remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.264,h.265,hd avc/vc-1,hd mpeg4,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|asf,avi,dat,flv,h.264,h.265,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,wav,wma |no |tv box |2g |mali-450 |sunvell |t95m ||amlogic s905x |2.0ghz,quad core |black |ddr3 |8g ||5v |5v 2a ||external power adapter mode |0.1340 kg |11.30 x 11.30 x 2.40 cm / 4.45 x 4.45 x 0.94 inches ||no ||charge adapter |hdmi,micro sd card slot,rj45,usb2.0 |2|support |||64bit |500gb |android 6.0 |ieee 802.11 b/g/n |
http://www.gearbest.com/tv-box-mini-pc/pp_619405.html|mecool m8s pro tv box|$59.99|1 x mecool m8s pro android 7.1 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa batteries ( not included ) |h.265 |avi,rm,rmvb,ts,vob |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram,3g ram |arm mali-t820mp3 |mecool |m8s pro |amlogic s912 |arm cortex-a53 |1.5ghz,octa core ||ddr4 |16g rom,32g rom |||||external power adapter mode |0.1100 kg |10.20 x 10.20 x 2.10 cm / 4.02 x 4.02 x 0.83 inches ||yes ||charge adapter |av,dc 5v,hdmi,lan,tf card,usb2.0 |2|bluetooth 4.1 ||qca9377 |64bit |32gb |||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_443335.html|beelink mini mxiii ii tv box amlogic s905x quad core|$51.99|1 x beelink mini mxiii iitv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa battery ( not included ) |h.264/avc,h.265,realvideo8/9/10 |1080p,4k,avi,avs,dat,h.265,iso,mjpeg,mkv,mp4,mpeg,mpeg-1,mpeg-4,rm,vc-1,vp9 profile-2,wmv |aac,flac,mp3,ogg,rm,wma |no |tv box |2g ram |mali-450 |beelink |mini mxiii ii |s905x |amlogic s905x |2.0ghz |black |ddr3 |16g rom |||||external power adapter mode |0.1780 kg |9.60 x 9.60 x 1.60 cm / 3.78 x 3.78 x 0.63 inches ||yes ||charge adapter |dc power port,hdmi,micro sd card slot,rj45,spdif,usb2.0 |2|bluetooth4.0 |||64bit ||android 6.0 |802.11 a/b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_627113.html|a95x r2 tv box|$35.99|1 x a95x r2 tv box, 1 x power adapter, 1 x remote control, 1 x english user manual, 1 x hdmi cable ||h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mkv,mov,mp4,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |1g |mali-450mp2 |a95x |a95x r2 |rk3328 |cortex a53 |1.5ghz,quad core ||ddr3 |8g |||||external power adapter mode |0.1200 kg |9.50 x 9.50 x 1.50 cm / 3.74 x 3.74 x 0.59 inches |no |no |5v 2a |charge adapter |usb2.0,usb3.0 |2|unsupport |10 / 100m |rtl8189 |64bit ||android 7.1 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_608472.html|dolamee d6 tv turner box|$51.83|1 x dolamee d6 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual |2 x aaa batteries ( not included ) |h.263,h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g ram |mali-450 |dolamee |d6 |s905x |cortex a53 |2.0ghz,quad core ||ddr3 |8g rom |||||external power adapter mode |0.1300 kg |10.30 x 10.30 x 2.00 cm / 4.06 x 4.06 x 0.79 inches ||||charge adapter |av,dc 5v,hdmi,lan,spdif,tf card,usb2.0 |2||||64bit ||android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_493134.html|k8 mini pc usb 3.0 foldable keyboard|$185.4|1 x mini pc, 1 x power adapter, 1 x hdmi cable, 1 x english manual |no |h.263,h.264 |mpeg1,mpeg2,mpeg4,vc-1,wmv |aac,aac+,ac3,eaac+,mp3,wma |yes |mini pc |4g |intel hd graphic 5500 ||k8 ||intel z8300 |2.0ghz,quad core |black |ddr3 |64g |||||external power adapter mode |0.5000 kg |38.50 x 12.00 x 1.50 cm / 15.16 x 4.72 x 0.59 inches ||yes |no |charge adapter |3.5mm audio,dc power port,hdmi,reset port,tf card,usb2.0,usb3.0,vga |1.4|bluetooth4.0 |no |mo |64bit |128gb |||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_612095.html|mecool km8 p android tv smart tv box|$60.06|1 x km8 p tv box, 1 x hdmi cable, 1 x user manual, 1 x power adapter, 1 x ir remote control |2 x aaa battery (not included) |h.263,h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g |arm mali-t820mp3 |mecool |km8 p |amlogic s912 |cortex a53 |octa core ||ddr3 |8g |||||external power adapter mode |0.0900 kg |9.70 x 9.70 x 1.70 cm / 3.82 x 3.82 x 0.67 inches |no |no |8w |charge adapter |av,dc power port,hdmi,rj45,tf card,usb2.0 |2||100m ||64bit |128gb |android 7.1 |802.11b/g/n |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_490852.html|km8 pro android 6.0 tv internet box|$62.76|1 x km8 pro android 6.0 tv box, 1 x power adapter, 1 x ir remote control, 1 x hdmi cable, 1 x english manual ||h.264,h.265 |1080p,4k,4k x 2k,avs,vp9 profile-2 |aac,ape,ddp,flac,hd,mp3,ogg,wav,wma |no |tv box |2g |arm mali-t820mp3 ||km8 pro ||amlogic s912 |2.0ghz,octa core |black |ddr3 |8g |||||external power adapter mode |0.108 kg |9.80 x 9.80 x 2.10 cm / 3.86 x 3.86 x 0.83 inches ||yes ||charge adapter |av,dc 5v,ethernet,hdmi,tf card,usb2.0 |1|bluetooth4.0 |||32bit |500gb |android 6.0 |802.11 a/b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_621881.html|scishion v99 - hero tv box|$66.99|1 x tv box, 1 x power adapter, 1 x english user manual, 1 x remote control, 1 x hdmi cable ||h.264,h.265,realvideo8/9/10 |4k x 2k,avi,dat,h.264,h.265,mkv,mov,mp4,mpeg,mpg,rm,vc-1,wmv |aac,dts,mp3,ogg,rm,wma |yes |tv box |4g |powervr g6110 |scishion |v99 - hero |arm cortex a53 |rk3368 |1.5ghz,octa core ||ddr3 |32g |||5v 2a ||external power adapter mode |0.1350 kg |13.90 x 11.00 x 3.00 cm / 5.47 x 4.33 x 1.18 inches |no |yes |10w |charge adapter |dc power port,hdmi,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |100m |ap6255 |64bit |32gb |android 5.1 ||
http://www.gearbest.com/tv-box-mini-pc/pp_596705.html|yokatv kb2 pro wireless android tv box 3gb|$81.99|1 x yokatv kb2 pro android tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|asf,avi,dat,flv,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma ||tv box |3gb |arm mali-t820mp3 ||kb2 pro |amlogic s912 |cortex a53 |octa core ||ddr4 |32g |||||external power adapter mode |0.2060 kg |13.00 x 10.90 x 2.40 cm / 5.12 x 4.29 x 0.94 inches |yes ||dc 5v/2a |charge adapter |3.5mm audio,hdmi,rj45,spdif,tf card,usb2.0 ||bluetooth4.0 |10m/100m/1000m ||64bit ||android 6.0 |802.11 b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_436934.html|mecool bb2 tv box amlogic s912 octa core|$74.95|1 x mecool bb2 tv box, 1 x remote control, 1 x hdmi cable, 1 x power adapter, 1 x english manual ||"""hd mpeg1/2/4,h.265,hd avc/vc-1,realvideo8/9/10,rm/rmvb,xvid/divx3/4/5/6 "|1080p,4k x 2k,asf,avi,dat,flv,h.265,iso,mkv,mov,mpeg,mpg,rm,rmvb,ts,vob,vp9-10 profile-2,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |2g |arm mali-t820mp3 |mecool |bb2 |amlogic s912 |amlogic s912 |2.0ghz |gun color |lpddr3 |16g |||||external power adapter mode |0.2300 kg |10.90 x 10.90 x 2.10 cm / 4.29 x 4.29 x 0.83 inches ||yes ||charge adapter |av,cvbs/l/r,dc power port,hdmi,optical,rj45,spdif,tf card,usb2.0 |2|bluetooth4.0 |||64bit |32gb |android 6.0 |802.11 a/b/g/n/ac |
http://www.gearbest.com/tv-box-mini-pc/pp_616702.html|alfawise a95x r1 tv box|$22.99|1 x a95x r1 tv box, 1 x power adapter, 1 x user manual, 1 x remote controller ||h.263,h.264,h.265,hd mpeg4 |asf,avi,iso,mkv,mpeg,rm,rmvb,vob,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,wma |yes |tv box |1g ram |mali-400 mp |alfawise |a95x r1 ||rk3229 |1.5ghz,quad core ||ddr3 |8g rom ||12v,5v |||external power adapter mode |0.1200 kg |9.30 x 9.30 x 1.50 cm / 3.66 x 3.66 x 0.59 inches ||||charge adapter |av,dc 5v,hdmi,lan,spdif,tf card,usb2.0 |2|unsupport ||rtl8189 |32bit |32gb |android 6.0 ||cec 
http://www.gearbest.com/tv-box-mini-pc/pp_275102.html|minix neo u1 android quad core tv box|$125.84|1 x minix neo u1 tv box, 1 x antenna, 1 x power adapter, 1 x usb cable, 1 x hdmi cable, 1 x otg cable, 1 x remote controller, 1 x air mouse, 1 x usb receiver, 1 x english manual for tv box, 1 x english manual for air mouse |||avc,avi,dat,divx,flv,h.264,h.265,hdmov,m4v,mkv,mov,mp4,mpeg,mpeg-1,mpeg2,mpeg4,mpg,pmp,rm,rmvb,tp,vob,wmv |aac,ac3,ape,flac,mp3,ogg,wma |yes |tv box |2g |mali-450 |minix |neo u1 ||amlogic s905 |quad core |black |ddr3 |16g |||||external power adapter mode |0.278 kg |12.70 x 12.70 x 2.20 cm / 5 x 5 x 0.87 inches |yes |yes ||charge adapter |3.5mm audio,dc power port,hdmi,lan,otg,spdif,tf card,usb2.0 |2|bluetooth 4.1 + edr |||64bit |500gb |android 5.1.1 |802.11 ac |
http://www.gearbest.com/tv-box-mini-pc/pp_597283.html|mecool km8 p android mini tv box|$35.99|1 x km8 p tv box, 1 x hdmi cable, 1 x user manual, 1 x power adapter, 1 x ir remote control |2 x aaa battery (not included) |h.263,h.264,h.265,hd mpeg4 |asf,avi,dat,flv,iso,mpeg,mpg,rm,rmvb,ts,vob,wmv |aac,ape,ddp,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |1g |arm mali-t820mp3 |mecool |km8 p |amlogic s912 |cortex a53 |octa core ||ddr3 |8g |||||external power adapter mode |0.0900 kg |9.70 x 9.70 x 1.70 cm / 3.82 x 3.82 x 0.67 inches |no |no |8w |charge adapter |av,dc power port,hdmi,rj45,tf card,usb2.0 |2||100m ||64bit |128gb |android 7.1 |802.11b/g/n |cec 
http://www.gearbest.com/tv-box-mini-pc/pp_657437.html|ma8 - 4k rk3229 smart tv box|$27.99|1 x tv box, 1 x power adapter, 1 x english user manual ||h.263,h.264,h.265,hd mpeg4 |4k,h.265,vp9 |aac,ape,flac,m4a,mp3,ogg,wav,wma |||1g ram |mali-400 mp ||ma8 - 4k |rk3229 |arm cortex-a7 |2.0ghz,quad core ||ddr3 |8g rom |||||external power adapter mode |0.1070 kg |11.20 x 11.20 x 2.30 cm / 4.41 x 4.41 x 0.91 inches |||5v 1.5a |charge adapter |dc power port,hdmi,rj45,spdif,tf card,usb2.0 |2||100m |ap6051 |32bit |32gb |android 5.1 ||hdcp 
http://www.gearbest.com/tv-box-mini-pc/pp_623820.html|a95x a2 amlogic s912 tv box|$84.72|1 x tv box, 1 x hdmi cable, 1 x remote control, 1 x english user manual ||h.263,h.264,h.265,hd mpeg4 |4k,asf,avi,dat,flv,iso,mkv,mov,mp4,mpg,rm,rmvb,ts,wmv |aac,ac3,ape,ddp,dts,flac,hd,mp3,ogg,truehd,wav,wma |yes |tv box |3gb |mali-820mp3 |a95x |a95x a2 |amlogic s912 |cortex a53 |2.0ghz,octa core ||ddr3 |32g |||||external power adapter mode |0.2680 kg |15.00 x 9.60 x 2.30 cm / 5.91 x 3.78 x 0.91 inches |no |yes |10w |charge adapter |av,dc power port,hdmi,rj45,usb2.0 |2|bluetooth4.0 |1000m |9377|64bit |128gb |android 6.0 |802.11 a/b/g/n/ac |cec 
