Resource URI	root.title	Graphics.GraphicType	Graphics.GraphicsManufacturer	Graphics.Graphicscard	Graphics.GraphicsMemory	Processor.ClockSpeed	KeySpecification.Processormanufacturer	Processor.ProcessorModel	Processor.ProcessorNumber	Storage.Harddrivecapacity	Storage.SSDCapacity	Memory.Memorytype	Memory.RAMMemory	root.price	KeySpecification.Formfactor	Operatingsystem.OperatingSystem	Warranty.ManufacturerWarranty	KeySpecification.Screensize	Display.ScreenResolution
http://www.debenhamsplus.com/desktops/p/1204726/asus-pentium-n3700-4gb-1tb-win-10-desktop-benq-27-full-hd-monitor	"asus pentium n3700 4gb 1tb win 10 desktop + benq 27"" full hd monitor"	integrated	intel			1.6ghz	intel	intel pentium	n3700	1tb		ddr3l sdram	4gb	£32.97	mini pc	windows 10			
http://www.debenhamsplus.com/desktops/p/1205858/new-apple-imac-core-i5-8gb-1tb-3.4ghz-27-inch-all-in-one-with-retina-5k-display	new apple imac core i5 8gb 1tb 3.4ghz 27 inch all in one with retina 5k display	integrated	amd	radeon pro 570	4gb	3.4ghz	intel	intel core i5		1tb		ddr4 sdram	8gb	£1625	all in one	apple os x 10.12 sierra	1 year warranty	27in	5120 x 2880
http://www.debenhamsplus.com/desktops/p/1176003/stormforce-cyclone-core-i7-7700k-16gb-3tb-256gb-ssd-geforce-gtx-1070-windows-10-gaming-desktop	stormforce cyclone core i7-7700k 16gb 3tb + 256gb ssd geforce gtx 1070 windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	4.2ghz	intel	intel core i7	7700k	3tb	256gb		16gb	£1559	atx	windows 10	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1194693/dell-optiplex-3050-core-i5-7500t-4gb-500gb-dvd-rw-19.5-inch-windows-10-professional-all-in-one	dell optiplex 3050 core i5-7500t 4gb 500gb dvd-rw 19.5 inch windows 10 professional all in one	integrated	intel			2.7ghz	intel	intel core i5	7500t	500gb		ddr4 sdram	4gb	£219.97	all in one	windows 10 pro	1 year warranty	19.5in	1600 x 900
http://www.debenhamsplus.com/desktops/p/1199114/lenovo-ideacentre-y700-34ish-core-i5-6400-8gb-1tb-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	lenovo ideacentre y700-34ish core i5-6400 8gb 1tb geforce gtx 1070 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	2.7ghz	intel	intel core i5	6400	1tb			8gb	£1225	tower	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1164989/fujitsu-celsius-m740-intel-xeon-e5-1650-v4-32gb-2tb-256gb-ssd-dvd-rw-windows-10-professional-worksta	fujitsu celsius m740 intel xeon e5-1650-v4 32gb 2tb 256gb ssd dvd-rw windows 10 professional worksta	dedicated	nvidia	quadra m4000	8gb	3.6ghz	intel	xeon e5	1650v4	2tb	256gb	ddr4 sdram	32gb	£313.97	tower	windows 10 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1176014/stormforce-geo-core-i7-7700k-32gb-3tb-256gb-ssd-geforce-gtx-1080-windows-10-gaming-desktop	stormforce geo core i7-7700k 32gb 3tb 256gb ssd geforce gtx 1080 windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1080	8gb	4.8ghz	intel	intel core i7	7700k	3tb	256gb		32gb	£2055	atx	windows 10	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1067530/hp-workstation-z240-mt-1-x-xeon-e3-1245v5-3.5-ghz-ram-8-gb-hdd-1-tb-dvd-supermulti-hd-graphics-p530-gige-windows-7-professional-64-bit-edition-windows-10-pro-do	hp z240 intel xeon e3-1245-v5 8gb 1tb dvd-rw windows 7 professional workstation desktop	integrated	intel			3.5ghz	intel	xeon e3	1245v5	1tb		ddr4 sdram	8gb	£238.97	tower	windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1149055/hewlett-packard-hp-workstation-z840-tower-5u-1-x-xeon-e5-2620v4-2.1-ghz-ram-16-gb-hdd-1-tb-dvd-supermulti-no-graphics-gige-win-10-pro-64-bit-win-7-pro-64-bit-downgrade-pre-	hp workstation z840 intel xeon e5-2620-v4 16gb 1tb dvd-rw windows 10 professional workstation deskto	integrated	intel			2.1ghz	intel	xeon e5	2620v4	1tb		ddr4 sdram	16gb	£649.98		windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1210934/hp-eliteone-800-g3-core-i7-7500-4gb-500gb-dvd-writer-23.8-inch-windows-10-professional-all-in-one	hp eliteone 800 g3 core i7-7500 4gb 500gb dvd-writer 23.8 inch windows 10 professional all in one	integrated	intel			3.4ghz	intel	intel core i5	i5-7500	500gb		ddr4 sdram	4gb	£157.97	all in one	windows 10 pro	3 years warranty	23.8in	1920 x 1080
http://www.debenhamsplus.com/desktops/p/1069220/hewlett-packard-hp-t730-thin-client-tower-1-x-rx47bb-.7-ghz-ram-4-gb-flash-16-gb-firepro-w100-gige-hp-thinpro-3-bit-monitor-_-none	hp t730 amd rx427bb 4gb 16gb firepro w2100 thin client desktop				2gb	2.7ghz	amd	rx427bb				ddr3l sdram	4gb	£60.97		hp thinpro 32-bit	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1046675/apple-imac-i5-3.1ghz-8gb-1tb-1.5-retina-4k-all-in-one	"apple imac intel core i5 8gb ram 1tb hdd 21.5"" 4k retina apple os x 10.12 sierra all in one"	dedicated	intel			3.1ghz	intel	intel core i5		1tb		lpddr3 sdram	8gb	£1135	all in one	apple os x 10.12 sierra	1 year warranty	21.5in	4096 x 2304
http://www.debenhamsplus.com/desktops/p/1163437/fujitsu-celsius-w550-core-i7-6700-8gb-1tb-dvd-rw-amd-firepro-w2100-windows-10-professional-workstation	fujitsu celsius w550 core i7-6700 8gb 1tb dvd-rw firepro w2100 windows 10 professional workstation	integrated	intel		2gb	4ghz	intel	intel core i7	6700	1tb		ddr4 sdram	8gb	£62.97	mini tower	windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1207925/hp-280-g2-core-i5-4gb-500gb-dvd-rw-windows-10-professional-desktop-acer-23.6-full-hd-monitor	"hp 280 g2 core i5 4gb 500gb dvd-rw windows 10 professional desktop + acer 23.6"" full hd monitor"	integrated	intel			3.2ghz	intel	intel core i5	i5-6500	500gb		ddr4 sdram	4gb	£43.97	mini tower	windows 10 pro	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1183441/asus-intel-pentium-n3700-4gb-2tb-dvd-rw-windows-10-desktop	asus intel pentium n3700 4gb 2tb dvd-rw windows 10 desktop	integrated	intel			1.6ghz	intel	intel pentium	n3700	2tb			4gb	£48.97	mini pc	windows 10			
http://www.debenhamsplus.com/desktops/p/1141249/hp-z1-g3-core-i7-6700-8gb-256gb-ssd-23.6-inch-windows-10-professional-all-in-one	hp z1 g3 core i7-6700 8gb 256gb ssd 23.6 inch windows 10 professional all in one desktop	integrated	intel			3.4ghz	intel	intel core i7	6700		256gb	ddr4 sdram	8gb	£514.97	all in one	windows 10 pro	3 year warranty	23.6in	3840 x 2160
http://www.debenhamsplus.com/desktops/p/1168892/asus-vivomini-vm65-core-i3-6100u-4-gb-1-tb-windows-10-desktop	asus vivomini vm65 core i3 6100u 4 gb 1 tb windows 10 desktop	integrated	hd graphics			2.4ghz	intel	intel core i3	6100u	1tb		ddr4 sdram	4gb		mini pc	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1118953/asus-g0cb-uk00t-core-i7-6700-16gb-tb-18gb-ssd-nvidia-gtx970-4gb-dvd-rw-windows-10-gaming-desktop	asus g20cb-uk002t core i7-6700 16gb 2tb + 128gb ssd geforce gtx970 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 970	4gb	3.4ghz	intel	intel core i7	6700	2tb	128gb	ddr4 sdram	16gb	£328.97	small form factor (sff)	windows 10	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1144813/lenovo-thinkstation-p410-30b3-xeon-e5-1650v4-16gb-512gb-ssd-dvd-rw-windows-10-professional-desktop	lenovo thinkstation p410 30b3 xeon e5-1650-v4 16gb 512gb ssd dvd-rw windows 10 professional desktop	integrated	intel			3.6ghz	intel	xeon e5	e5-1650v4		512gb	ddr4 sdram	16gb	£280.97		windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1203829/fujitsu-celsius-w570-core-i7-7700-8gb-256gb-ssd-quadro-p400-dvd-rw-windows-10-professional-gaming-desktop	fujitsu celsius w570 core i7-7700 8gb 256gb ssd quadro p400 dvd-rw windows 10 professional gaming desktop				2gb	3.6ghz	intel	intel core i7	i7-7700		256gb	ddr4 sdram	8gb	£228.97	tower	windows 10 pro	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1199101/lenovo-ideacentre-310-20iap-intel-celeron-j3355-4gb-1tb-dvd-rw-19.5-inch-windows-10-all-in-one	lenovo ideacentre 310-20iap intel celeron j3355 4gb 1tb dvd-rw 19.5 inch windows 10 all in one	integrated	intel			2ghz	intel	intel celeron	j3355	1tb			4gb	£405	all in one	windows 10	1 year warranty	19.5in	
http://www.debenhamsplus.com/desktops/p/1206544/stormforce-hurricane-amd-ryzen-5-1600-16gb-2tb-128gb-ssd-geforce-gtx-1070-windows-10-gaming-desktop	stormforce hurricane amd ryzen 5 1600 16gb 2tb + 128gb ssd geforce gtx 1070 windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	3.4ghz	amd	ryzen 5	1600	2tb	128gb		16gb	£1255	atx	windows 10	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1125106/hewlett-packard-hp-omen-870-050na-core-i5-6400-8gb-2tb-128gb-ssd-nvidia-gtx-980ti-6gb-dvd-rw-windows-10-gaming-desktop	hp omen 870-050na core i5-6400 8gb 2tb + 128gb ssd geforce gtx 980ti dvd-rw windows 10 gaming deskto	dedicated	nvidia	geforce gtx 980ti	6gb	2.7ghz	intel	intel core i5	6400	2tb	128gb		8gb	£334.97	tower	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/891717/hp-t50-flexible-thin-client-amd-gx-1jc-1.-ghz-4gb-8gb-ssd-desktop	hp t520 flexible amd gx-212jc 4gb 8gb ssd hp thinpro os thin client desktop	integrated	amd radeon hd			1.2ghz	amd	gx	212jc	8gb			4gb	£24.97	ultra small form factor (usff)	hp thinpro			
http://www.debenhamsplus.com/desktops/p/1161588/hewlett-packard-hp-t630-amd-gx-420gi-2ghz-4gb-8gb-amd-radeon-r6e-thin-client-desktop	hp t630 amd gx-420gi 4gb 8gb hp thinpro os thin client desktop	integrated	amd			2ghz	amd	gx	420gi	8gb		ddr4 sdram	4gb	£30.97	thin client	hp thinpro	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1199099/lenovo-ideacentre-910-27ish-core-i7-6700t-8gb-1tb-gt940a-27-inch-windows-10-all-in-one	lenovo ideacentre 910-27ish core i7-6700t 8gb 1tb gt940a 27 inch windows 10 all in one	dedicated	nvidia	gt940a	2gb	2.8ghz	intel	intel core i7	i7-6700t	1tb		ddr4 sdram	8gb	£216.97	all in one	windows 10	1 year warranty	27in	1920 x 1080
http://www.debenhamsplus.com/desktops/p/1179507/zoostorm-voyager-core-i3-7100-8gb-1tb-geforce-gtx-1050-dvd-rw-windows-10-gaming-desktop	zoostorm voyager core i3-7100 8gb 1tb geforce gtx 1050 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1050	2gb	3.9ghz	intel	intel core i3	7100	1tb			8gb	£569	atx	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1204035/fujitsu-esprimo-p957-core-i7-7700-8gb-1tb-256gb-ssd-radeon-rx-460-dvd-rw-windows-10-professional-gaming-desktop	fujitsu esprimo p957 core i7-7700 8gb 1tb 256gb ssd radeon rx 460 dvd-rw windows 10 professional gaming desktop				4gb	3.6ghz	intel	intel core i7	i7-7700		256gb	ddr4 sdram	8gb	£198.97	tower	windows 10 pro	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1143914/msi-aegis-ti-005eu-core-i7-6700k-32gb-2tb-512gb-ssd-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	msi aegis ti-005eu core i7-6700k 32gb 2tb + 512gb ssd geforce gtx 1070 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	4ghz	intel	intel core i7	6700k	2tb	512gb		32gb	£565.97	tower	windows 10	2 year warranty		
http://www.debenhamsplus.com/desktops/p/1161385/hp-slimline-411-a025na-intel-pentium-n3700-8gb-1tb-dvd-rw-windows-10-dekstop	hp slimline 411-a025na intel pentium n3700 8gb 1tb dvd-rw windows 10 dekstop	integrated	intel			1.6ghz	intel	intel pentium	n3700	1tb		ddr3l sdram	8gb	£30.97	desktop slimline	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1170674/acer-predator-g6-710-core-i7-6700k-16gb-2tb-128gb-ssd-geforce-gtx-980-dvd-rw-windows-10-gaming-des	acer predator g6-710 core i7-6700k 16gb 2tb + 128gb ssd geforce gtx 980 dvd-rw windows 10 gaming des	dedicated	nvidia	geforce gtx 980	4gb	4ghz	intel	intel core i7	6700k	2tb	128gb	ddr4 sdram	16gb	£287.97	tower	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/891719/hp-t50-flexible-gx-1jc-1.-ghz-16gb-ssd-4gb-windows-embedded-8-standard-thin-client	hp flexible t520 flexible amd gx-212jc 4gb 16gb ssd windows embedded 8 standard thin client desktop	integrated	amd radeon hd			1.2ghz	amd	gx	212jc	16gb	16		4gb	£39.97	ultra small form factor (usff)	windows embedded 8 standard			
http://www.debenhamsplus.com/desktops/p/1132328/msi-vortex-sli-g65vr-6re-078uk-core-i7-6700k-8gb-1tb-256gb-ssd-nvidia-gtx-1070-8gb-gaming-desktop	msi vortex sli g65vr 6re-078uk core i7-6700k 8gb 1tb + 256gb ssd geforce gtx 1070 windows 10 gaming	dedicated	nvidia	geforce gtx 1070	8gb	4ghz	intel	intel core i7	6700k	1tb	256gb		8gb	£374.97	mini tower	windows 10	2 year warranty		
http://www.debenhamsplus.com/desktops/p/955310/hewlett-packard-hp-hp-t50-flexible-series-thin-client-wes-7e-16gb-mlc-m.-ssd-4gb-ddr3l-1600-sodimm-usb-uk	hp t520 flexible series amd gx-212jc 4gb 16gb ssd windows embedded 7 standard thin client desktop	integrated	n/a			1.2ghz	amd	gx	212jc	16gb	16	ddr3l sdram	4gb	£43.97	ultra small form factor (usff)	microsoft windows 7 embedded standard	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1046673/apple-imac-i5-1.6ghz-8gb-1tb-1.5-all-in-one	apple imac intel core i5 8gb 1tb 21.5 inch os x 10.12 sierra all in one desktop	integrated	intel			1.6ghz	intel	intel core i5		1tb		lpddr3 sdram	8gb	£979	all in one	apple os x 10.12 sierra	1 year warranty	21.5in	1920 x 1080
http://www.debenhamsplus.com/desktops/p/1193186/asus-rog-core-i7-7700-16gb-1tb-256gb-ssd-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	asus rog core i7-7700 16gb 1tb + 256gb ssd geforce gtx 1070 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	3.6ghz	intel	intel core i7	i7-7700	1tb	256gb	ddr4 sdram	16gb	£317.97	small form factor (sff)	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1205856/new-apple-imac-core-i5-8gb-1tb-3ghz-21.5-inch-all-in-one-with-retina-4k-display	new apple imac core i5 8gb 1tb 3ghz 21.5 inch all in one with retina 4k display	integrated	amd	radeon pro 555	2gb	3ghz	intel	intel core i5		1tb		ddr4 sdram	8gb	£1145	all in one	apple os x 10.12 sierra		21.5in	4096 x 2304
http://www.debenhamsplus.com/desktops/p/1176083/zoostorm-evolve-core-i5-7400-16gb-2tb-dvd-rw-windows-10-desktop	zoostorm evolve core i5-7400 16gb 2tb dvd-rw windows 10 desktop	integrated	hd graphics			3ghz	intel	intel core i5	i5-7400	2tb		ddr4 sdram	16gb	£29.97	m-atx	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1183284/hp-omen-900-045na-core-i7-6700k-32gb-2tb-256gb-ssd-dvd-rw-radeon-rx-480-windows-10-gaming-desktop	hp omen 900-045na core i7-6700k 32gb 2tb + 256gb ssd dvd-rw radeon rx 480 windows 10 gaming desktop	dedicated	amd	radeon rx 480	4gb	4ghz	intel	intel core i7	6700k	2tb	256gb	ddr4 sdram	32gb	£288.97	tower	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1116269/lenovo-thinkstation-p310-30av-sff-1-x-core-i5-6500-3.-ghz-ram-8-gb-hybrid-drive-1-tb-8-gb-dvd-writer-hd-graphics-530-gige-win-10-pro-64-bit-win-7-pro-64-bi	lenovo thinkstation p310 30av core i5-6500 8gb 1tb dvd-rw windows 10 professional workstation	integrated	intel			3.2ghz	intel	intel core i5	6500	1tb		ddr4 sdram	8gb	£230.97	small form factor (sff)	windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1206370/zoostorm-voyager-amd-ryzen-5-1400-8gb-2tb-geforce-gtx-1060-dvd-rw-windows-10-gaming-desktop	zoostorm voyager amd ryzen 5 1400 8gb 2tb geforce gtx 1060 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1060	3gb	3.2ghz	amd	ryzen 5	1400	2tb			8gb	£805	atx	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1214064/dell-inspiron-core-i5-7200u-8gb-1tb-dvd-rw-22-inch-windows-10-all-in-one	dell inspiron core i5-7200u 8gb 1tb dvd-rw 22 inch windows 10 all in one	integrated	intel							1tb				£59.97	all in one			22in	
http://www.debenhamsplus.com/desktops/p/1203167/acer-aspire-xc-704-pentium-j3710-4gb-2tb-dvdrw-windows-10-desktop	acer aspire xc-704 pentium j3710 4gb 2tb dvdrw windows 10 desktop	integrated	intel			1.6ghz	intel	intel pentium	j3710	2tb		ddr3l sdram	4gb	£47.97	small form factor (sff)	windows 10 home	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1144764/asus-rog-core-i7-6700-8gb-1tb-128gb-ssd-geforce-gtx-970-4gb-windows-10-gaming-desktop	asus rog core i7-6700 8gb 1tb + 128gb ssd geforce gtx 970 windows 10 gaming desktop	dedicated	nvidia	geforce gtx 970	4gb	3.4ghz	intel	intel core i7	6700	1tb	128gb		8gb	£1005	tower	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1143501/lenovo-thinkstation-p310-core-i7-6700-8gb-1tb-dvd-rw-windows-10-professional-desktop	lenovo thinkstation p310 core i7-6700 8gb 1tb dvd-rw windows 10 professional desktop	integrated	intel			3.4ghz	intel	intel core i7	i7-6700	1tb		ddr4 sdram	8gb	£54.98	tower	windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1145528/stormforce-inferno-core-i7-6700k-32gb-3tb-256gb-ssd-2x-geforce-gtx-1070-windows-10-gaming-desktop	stormforce inferno core i7-6700k 32gb 3tb + 250gb ssd with 2x geforce gtx 1070 windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	4ghz	intel	intel core i7	6700k	3tb	250gb		32gb	£569.97	tower	windows 10	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1046674/apple-imac-i5-.8ghz-8gb-1tb-1.5-all-in-one	apple imac intel core i5 8gb 1tb 21.5 inch apple os x 10.12 sierra all in one desktop	integrated	intel			2.8ghz	intel	intel core i5		1tb		lpddr3 sdram	8gb	£1003	all in one	apple os x 10.12 sierra	1 year warranty	21.5in	1920 x 1080
http://www.debenhamsplus.com/desktops/p/1193180/asus-rog-core-i7-7700-16gb-2tb-512gb-ssd-geforce-gtx-1080-dvd-rw-windows-10-gaming-desktop	asus rog core i7-7700 16gb 2tb + 512gb ssd geforce gtx 1080 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1080	8gb	3.6ghz	intel	intel core i7	i7-7700	2tb	512gb	ddr4 sdram	16gb	£381.97	small form factor (sff)	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1092881/hewlett-packard-hp-flexible-t620-amd-gx-415ga-1.5ghz-4gb-32gb-ssd-amd-radeon-hd-8330e-windows-embedded-standard-7e-thin-client-desktop	hp flexible t620 amd gx-415ga 4gb 32gb ssd windows embedded 7 standard thin client desktop	integrated	amd			1.5ghz	amd	gx	415ga	32gb		ddr3l sdram	4gb	£105.98	thin client	microsoft windows 7 embedded standard	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1021222/hp-t310-zero-client-51mb-56mb-tera31-thin-client-	hp t310 zero client tera2321 512mb 256mb hp smart zero os thin client						tera2321	tera	2321	256mb		ddr3 sdram	512mb	£40.97		no os	3 year warranty		
http://www.debenhamsplus.com/desktops/p/1057302/hp-proone-400-g-all-in-one-nt-core-i5-6500t-4gb-500gb-supermulti-dvd-odd-windows-10-professional-desktop	hp proone 400 g2 core i5-6500t 4gb 500gb dvd-rw 20 inch windows 10 professional desktop	integrated	intel			2.5ghz	intel	intel core i5	6500t	500gb		ddr4 sdram	4gb	£114.97	all in one	windows 10 pro	1 year warranty	20in	1600 x 900
http://www.debenhamsplus.com/desktops/p/1174779/hp-z2-g3-intel-xeon-e3-1225-v5-16gb-256gb-ssd-windows-7-professional-workstation-desktop	hp z2 g3 intel xeon e3-1225-v5 16gb 256gb ssd windows 7 professional workstation desktop	integrated	intel			3.3ghz	intel	xeon	e3-1225v5		256gb	ddr4 sdram	16gb	£1224		windows 7 pro	3 years warranty		
http://www.debenhamsplus.com/desktops/p/1129371/hewlett-packard-hp-workstation-z440-mt-4u-1-x-xeon-e5-1650v4-3.2-ghz-ram-16-gb-ssd-512-gb-hp-z-turbo-drive-dvd-supermulti-no-graphics-gige-win-10-pro-64-bit-win-7-pro-64-bi	hewlett packard hp workstation z440 - mt - 4u - 1 x xeon e5-1650v4 / 3.2 ghz - ram 16 gb - ssd 512 gb - hp z turbo drive - dvd supermulti - no graphics - gige - win 10 pro 64-bit / win 7 pro 64-bi					3.6ghz	intel	xeon	e5-1650v4			ddr4 sdram	16gb	£620.97		microsoft windows 7 professional 64-bit edition	3 years warranty		
http://www.debenhamsplus.com/desktops/p/867102/apple-mac-pro-quad-core-xeon-e5-3.7ghz-1gb-56gb-dual-firepro-d300-gb-desktop	apple mac pro quad-core xeon e5 12gb 256gb dual firepro d300 apple os x 10.12 sierra workstation des	integrated	amd		4gb	3ghz	intel	xeon e5	e5		256gb	ddr3 sdram	12gb	£199.97	tower	apple os x 10.12 sierra	3 month warranty		
http://www.debenhamsplus.com/desktops/p/1196424/acer-aspire-xc-704-pentium-j3710-8gb-2tb-dvd-rw-windows-10-desktop	acer aspire xc-704 pentium j3710 8gb 2tb dvd-rw windows 10 desktop	integrated	intel			1.6ghz	intel	intel pentium	j3710	2tb		ddr3l sdram	8gb	£58.97	small form factor (sff)	windows 10	1 year warranty		
http://www.debenhamsplus.com/desktops/p/1046677/apple-imac-i5-3.ghz-8gb-1tb-fusion-drive-retina-5k-7-all-in-one	apple imac intel core i5 8gb 1tb 27 inch 5k retina apple os x 10.12 sierra all in one desktop	dedicated	amd		2gb	3.2ghz	intel	intel core i5		1tb		ddr3 sdram	8gb	£1625	all in one	apple os x 10.12 sierra	1 year warranty	27in	5120 x 2880
http://www.debenhamsplus.com/desktops/p/1199085/lenovo-ideacentre-y700-34ish-core-i5-6400-8gb-1tb-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	lenovo ideacentre y700-34ish core i5-6400 8gb 1tb geforce gtx 1070 dvd-rw windows 10 gaming desktop	dedicated	nvidia	geforce gtx 1070	8gb	2.7ghz	intel	intel core i5	6400	1tb			8gb	£130.97	tower	windows 10	1 year warranty		
